country,ccode,year,lau,launame,urban_area_type,NUTS3CODE,ed_isced_6to8,ed_isced_3to5,ed_isced_0to2,ed_isced_6to8_m,ed_isced_3to5_m,ed_isced_0to2_m,ed_isced_6to8_f,ed_isced_3to5_f,ed_isced_0to2_f,ed_isced_0to2_f_15to24,ed_isced_0to2_f_25to34,ed_isced_0to2_f_35to44,ed_isced_0to2_f_45to54,ed_isced_0to2_f_55to64,ed_isced_0to2_f_65plus,ed_isced_0to2_m_15to24,ed_isced_0to2_m_25to34,ed_isced_0to2_m_35to44,ed_isced_0to2_m_45to54,ed_isced_0to2_m_55to64,ed_isced_0to2_m_65plus,ed_isced_0to2_15to24,ed_isced_0to2_25to34,ed_isced_0to2_35to44,ed_isced_0to2_45to54,ed_isced_0to2_55to64,ed_isced_0to2_65plus,ed_isced_3to5_f_15to24,ed_isced_3to5_f_25to34,ed_isced_3to5_f_35to44,ed_isced_3to5_f_45to54,ed_isced_3to5_f_55to64,ed_isced_3to5_f_65plus,ed_isced_3to5_m_15to24,ed_isced_3to5_m_25to34,ed_isced_3to5_m_35to44,ed_isced_3to5_m_45to54,ed_isced_3to5_m_55to64,ed_isced_3to5_m_65plus,ed_isced_3to5_15to24,ed_isced_3to5_25to34,ed_isced_3to5_35to44,ed_isced_3to5_45to54,ed_isced_3to5_55to64,ed_isced_3to5_65plus,ed_isced_6to8_f_15to24,ed_isced_6to8_f_25to34,ed_isced_6to8_f_35to44,ed_isced_6to8_f_45to54,ed_isced_6to8_f_55to64,ed_isced_6to8_f_65plus,ed_isced_6to8_m_15to24,ed_isced_6to8_m_25to34,ed_isced_6to8_m_35to44,ed_isced_6to8_m_45to54,ed_isced_6to8_m_55to64,ed_isced_6to8_m_65plus,ed_isced_6to8_15to24,ed_isced_6to8_25to34,ed_isced_6to8_35to44,ed_isced_6to8_45to54,ed_isced_6to8_55to64,ed_isced_6to8_65plus,ed_isced_0to2_m_25plus,ed_isced_0to2_f_25plus,ed_isced_6to8_m_25plus,ed_isced_3to5_m_25plus,ed_isced_6to8_f_25plus,ed_isced_3to5_f_25plus,ed_isced_0to2_25plus,ed_isced_3to5_25plus,ed_isced_6to8_25plus,ed_isced_6to8_m_45to64,ed_isced_3to5_m_45to64,ed_isced_0to2_m_45to64,ed_isced_6to8_f_45to64,ed_isced_3to5_f_45to64,ed_isced_0to2_f_45to64,ed_isced_0to2_45to64,ed_isced_3to5_45to64,ed_isced_6to8_45to64,ed_isced_6to8_pc,ed_isced_3to5_pc,ed_isced_0to2_pc,ed_isced_6to8_m_pc,ed_isced_3to5_m_pc,ed_isced_0to2_m_pc,ed_isced_6to8_f_pc,ed_isced_3to5_f_pc,ed_isced_0to2_f_pc,ed_isced_0to2_15to24_pc,ed_isced_3to5_15to24_pc,ed_isced_6to8_15to24_pc,ed_isced_0to2_25to34_pc,ed_isced_3to5_25to34_pc,ed_isced_6to8_25to34_pc,ed_isced_0to2_35to44_pc,ed_isced_3to5_35to44_pc,ed_isced_6to8_35to44_pc,ed_isced_0to2_45to54_pc,ed_isced_3to5_45to54_pc,ed_isced_6to8_45to54_pc,ed_isced_0to2_55to64_pc,ed_isced_3to5_55to64_pc,ed_isced_6to8_55to64_pc,ed_isced_0to2_65plus_pc,ed_isced_3to5_65plus_pc,ed_isced_6to8_65plus_pc,ed_isced_0to2_m_15to24_pc,ed_isced_3to5_m_15to24_pc,ed_isced_6to8_m_15to24_pc,ed_isced_0to2_m_25to34_pc,ed_isced_3to5_m_25to34_pc,ed_isced_6to8_m_25to34_pc,ed_isced_0to2_m_35to44_pc,ed_isced_3to5_m_35to44_pc,ed_isced_6to8_m_35to44_pc,ed_isced_0to2_m_45to54_pc,ed_isced_3to5_m_45to54_pc,ed_isced_6to8_m_45to54_pc,ed_isced_0to2_m_55to64_pc,ed_isced_3to5_m_55to64_pc,ed_isced_6to8_m_55to64_pc,ed_isced_0to2_m_65plus_pc,ed_isced_3to5_m_65plus_pc,ed_isced_6to8_m_65plus_pc,ed_isced_0to2_f_15to24_pc,ed_isced_3to5_f_15to24_pc,ed_isced_6to8_f_15to24_pc,ed_isced_0to2_f_25to34_pc,ed_isced_3to5_f_25to34_pc,ed_isced_6to8_f_25to34_pc,ed_isced_0to2_f_35to44_pc,ed_isced_3to5_f_35to44_pc,ed_isced_6to8_f_35to44_pc,ed_isced_0to2_f_45to54_pc,ed_isced_3to5_f_45to54_pc,ed_isced_6to8_f_45to54_pc,ed_isced_0to2_f_55to64_pc,ed_isced_3to5_f_55to64_pc,ed_isced_6to8_f_55to64_pc,ed_isced_0to2_f_65plus_pc,ed_isced_3to5_f_65plus_pc,ed_isced_6to8_f_65plus_pc,pop_density_km_sq,population,population_15plus,population_0to14,population_15to64,population_65plus,population_m,population_m_15plus,population_m_0to14,population_m_15to64,population_m_65plus,population_f,population_f_15plus,population_f_0to14,population_f_15to64,population_f_65plus,population_under15,population_m_15to24,population_m_25to34,population_m_35to44,population_m_45to54,population_m_55to64,population_f_15to24,population_f_25to34,population_f_35to44,population_f_45to54,population_f_55to64,population_15to24,population_25to34,population_35to44,population_45to54,population_55to64,population_m_25plus,population_f_25plus,population_25plus,population_m_45to64,population_f_45to64,population_45to64
Greece,300,2011,EL611,"Karditsa, Trikala",2,EL611,19680,59790,125200,9540,31990,58630,10140,27800,66570,5120,2930,5800,8380,11690,32650,5900,3120,6430,8170,10480,24530,11020,6050,12230,16550,22170,57180,4890,7330,7670,4550,2220,1140,4710,8170,7980,5820,3030,2280,9600,15500,15650,10370,5250,3420,650,2680,2900,2220,1110,580,180,1770,2360,2300,1700,1230,830,4450,5260,4520,2810,1810,52730,61450,9360,27280,9490,22910,114180,50190,18850,0,0,0,0,0,0,0,0,0,9.6154785,29.212879,61.171642,9.5247602,31.938898,58.536343,9.7024212,26.600325,63.697254,51.37529,44.755245,3.8694639,23.26923,59.615383,17.115385,36.904045,47.2239,15.872058,52.63995,32.983459,14.376591,73.337746,17.366854,9.2954016,91.619934,5.4798908,2.9001763,54.68026,43.651527,1.6682113,23.88974,62.557426,13.552833,38.342278,47.584972,14.072749,50.153469,35.72744,14.119091,68.902039,19.921104,11.176857,87.48217,8.1312408,4.3865905,48.030018,45.872421,6.0975609,22.642967,56.646057,20.710974,35.430664,46.854,17.715332,55.31353,30.033003,14.653465,77.829559,14.780293,7.3901463,94.995636,3.3168461,1.6875182,0,237330,204670,32660,0,62410,116590,100160,16430,72120,28040,120740,104510,16230,70140,34370,0,10790,13060,16770,16290,15210,10660,12940,16370,15150,15020,21450,26000,33140,31440,30230,89370,93850,183220,0,0,0
Greece,300,2011,EL612,Larissa,2,EL612,27380,86860,118940,12870,46190,55760,14510,40670,63180,5730,3130,5390,8960,12130,27840,6260,4260,6740,7040,9690,21770,11990,7390,12130,16000,21820,49610,7520,11590,10080,6870,3030,1580,7940,12090,11190,7930,4560,2480,15460,23680,21270,14800,7590,4060,950,4540,4180,2840,1490,510,230,2560,3670,2730,2140,1540,1180,7100,7850,5570,3630,2050,49500,57450,12640,38250,13560,33150,106950,71400,26200,0,0,0,0,0,0,0,0,0,11.742002,37.250195,51.007805,11.208849,40.228184,48.562969,12.25921,34.361271,53.37952,41.879147,53.999302,4.121551,19.360754,62.03825,18.600996,29.406061,51.563637,19.030304,43.992302,40.692879,15.31482,66.041161,22.972155,10.986683,89.034454,7.2864323,3.6791098,43.381844,55.024254,1.5939016,22.527763,63.934425,13.53781,31.203703,51.805557,16.99074,39.77401,44.802261,15.423729,59.121414,27.821842,13.056742,84.41256,9.6161299,5.9713068,40.352112,52.957745,6.6901407,16.251299,60.176533,23.57217,27.430025,51.29771,21.272264,47.991428,36.797001,15.21157,72.852852,18.198198,8.9489489,93.017036,5.2789841,1.7039759,0,276960,233180,43780,0,55720,137310,114820,22490,89030,25790,139650,118360,21290,88430,29930,0,14430,18910,21600,17700,16390,14200,19260,19650,18670,16650,28630,38170,41250,36370,33040,100390,104160,204550,0,0,0
Greece,300,2011,EL613,Magnesia,2,EL613,20920,66760,82290,10130,35160,37290,10790,31600,45000,4390,2470,4020,6110,7720,20290,5290,3570,4630,4390,6100,13310,9680,6040,8650,10500,13820,33600,5570,7990,7410,5620,3010,2000,5300,7990,8120,6710,4180,2860,10870,15980,15530,12330,7190,4860,840,2930,2860,2280,1240,640,380,2040,2330,2090,1760,1530,1220,4970,5190,4370,3000,2170,32000,40610,9750,29860,9950,26030,72610,55890,19700,0,0,0,0,0,0,0,0,0,12.308054,39.277519,48.414425,12.266892,42.576897,45.156212,12.346951,36.159744,51.493305,44.464859,49.931099,5.6040421,22.378658,59.207115,18.414228,29.451822,52.877087,17.671093,38.60294,45.330883,16.066177,57.559349,29.945856,12.494794,82.697517,11.961605,5.3408813,48.222424,48.313583,3.4639926,26.25,58.75,15,30.702917,53.846153,15.450929,33.282791,50.871872,15.845337,50.664452,34.717609,14.61794,75.197739,16.158192,8.6440678,40.648148,51.574074,7.7777777,18.446602,59.671398,21.882002,28.131561,51.854443,20.013996,43.611706,40.114204,16.27409,64.494568,25.146198,10.359231,88.486702,8.7221975,2.7911034,0,198770,169970,28800,0,40630,97120,82580,14540,64880,17700,101650,87390,14260,64460,22930,0,10970,13600,15080,13190,12040,10800,13390,14290,14010,11970,21770,26990,29370,27200,24010,71610,76590,148200,0,0,0
Greece,300,2011,EL621,Zakynthos,1,EL621,2510,11670,18680,1270,5640,9600,1240,6030,9080,950,820,1000,1360,1560,3390,1030,1130,1400,1530,1490,3020,1980,1950,2400,2890,3050,6410,970,1500,1780,1070,430,280,870,1250,1540,1110,540,330,1840,2750,3320,2180,970,610,50,380,330,320,110,50,10,180,290,410,250,130,60,560,620,730,360,180,8570,8130,1260,4770,1190,5060,16700,9830,2450,0,0,0,0,0,0,0,0,0,7.6384664,35.514301,56.847229,7.6923075,34.161114,58.146576,7.5840979,36.880733,55.535168,51.03093,47.42268,1.5463917,37.072243,52.281368,10.646388,37.854889,52.365932,9.7791796,49.827587,37.586208,12.586206,69.634705,22.146118,8.2191782,89.027779,8.4722223,2.5,53.926701,45.54974,.52356023,44.140625,48.828125,7.03125,43.343655,47.67802,8.9783278,50.163933,36.393444,13.442623,65.350876,23.68421,10.964912,86.781609,9.4827585,3.7356322,48.223351,49.238579,2.5380712,30.370371,55.555557,14.074074,32.154343,57.234726,10.610932,49.454544,38.909092,11.636364,74.285713,20.476191,5.2380953,91.129036,7.5268817,1.3440861,0,39530,32860,6670,0,7200,19920,16510,3410,13030,3480,19610,16350,3260,12630,3720,0,1910,2560,3230,3050,2280,1970,2700,3110,2750,2100,3880,5260,6340,5800,4380,14600,14380,28980,0,0,0
Greece,300,2011,EL622,Corfu,1,EL622,8160,32490,48090,4100,16020,22200,4060,16470,25890,2450,1310,2370,3960,4920,10880,2350,2170,2830,3290,4170,7390,4800,3480,5200,7250,9090,18270,2280,4280,4340,3000,1500,1070,1910,3690,3740,3310,1970,1400,4190,7970,8080,6310,3470,2470,290,1070,1060,950,460,230,80,820,770,1040,770,620,370,1890,1830,1990,1230,850,19850,23440,4020,14110,3770,14190,43290,28300,7790,0,0,0,0,0,0,0,0,0,9.1954021,36.612576,54.19202,9.6880903,37.854443,52.457466,8.7462301,35.480396,55.773373,51.282051,44.764957,3.9529915,26.086956,59.745129,14.167916,34.414295,53.474522,12.111185,46.623795,40.578777,12.797427,65.917328,25.163162,8.919507,84.622513,11.440482,3.9370079,54.147465,44.009216,1.843318,32.485031,55.239521,12.275449,38.555859,50.953678,10.490463,43.062828,43.324608,13.612565,60.347324,28.509407,11.14327,78.533478,14.877789,6.5887356,48.804779,45.418327,5.7768927,19.66967,64.264267,16.066067,30.50193,55.855854,13.642214,50.06321,37.926674,12.010114,71.511627,21.802326,6.6860466,89.326767,8.784893,1.8883415,0,103350,88740,14610,0,21590,50050,42320,7730,32910,9410,53300,46420,6880,34240,12180,0,4340,6680,7340,7640,6910,5020,6660,7770,7910,6880,9360,13340,15110,15550,13790,37980,41400,79380,0,0,0
Greece,300,2011,EL623,"Ithaca, Cephalonia",1,EL623,3470,13930,15760,1460,7300,7970,2010,6630,7790,900,650,550,890,1240,3560,1010,880,1150,1070,1060,2800,1910,1530,1700,1960,2300,6360,850,1380,1660,1400,790,550,1190,1290,1550,1460,890,920,2040,2670,3210,2860,1680,1470,130,570,580,420,160,150,50,330,390,290,240,160,180,900,970,710,400,310,6960,6890,1410,6110,1880,5780,13850,11890,3290,0,0,0,0,0,0,0,0,0,10.464415,42.008446,47.527142,8.7268381,43.63419,47.638973,12.233719,40.353012,47.413269,46.246975,49.394672,4.3583536,30,52.35294,17.647058,28.911564,54.591835,16.496599,35.443039,51.717903,12.83906,52.511417,38.356163,9.1324205,78.132675,18.058968,3.8083539,44.888889,52.888889,2.2222223,35.200001,51.599998,13.2,37.216827,50.161812,12.621359,37.943264,51.773048,10.283688,48.401825,40.639271,10.958904,72.164948,23.71134,4.1237111,47.872341,45.212765,6.9148936,25,53.076923,21.923077,19.713263,59.498207,20.78853,32.841328,51.660515,15.498155,56.621006,36.073059,7.3059359,83.568077,12.910798,3.5211267,0,38940,33160,5780,0,8140,19810,16730,3080,12850,3880,19130,16430,2700,12170,4260,0,2250,2500,3090,2820,2190,1880,2600,2790,2710,2190,4130,5100,5880,5530,4380,14480,14550,29030,0,0,0
Greece,300,2011,EL624,Lefkada,1,EL624,2220,6940,10480,1040,3810,5120,1180,3130,5360,490,240,380,560,740,2950,520,340,600,660,840,2160,1010,580,980,1220,1580,5110,370,810,710,680,330,230,650,990,830,720,350,270,1020,1800,1540,1400,680,500,90,400,240,230,150,70,20,260,200,250,170,140,110,660,440,480,320,210,4600,4870,1020,3160,1090,2760,9470,5920,2110,0,0,0,0,0,0,0,0,0,11.303462,35.336048,53.360489,10.431293,38.214645,51.354061,12.202689,32.368149,55.429161,47.196262,47.663551,5.1401868,19.078947,59.210526,21.710526,33.108109,52.027027,14.864865,39.354839,45.161289,15.483871,61.240311,26.356588,12.403101,87.80069,8.5910654,3.6082475,43.697479,54.621849,1.6806723,21.383648,62.264153,16.352201,36.809814,50.920246,12.269938,40.490799,44.17178,15.337423,61.764706,25.735294,12.5,84.046692,10.505836,5.4474707,51.578949,38.947369,9.4736843,16.551723,55.862068,27.586206,28.571428,53.383457,18.045113,38.095238,46.258503,15.646258,60.655739,27.049181,12.295082,90.769234,7.0769229,2.1538463,0,22460,19640,2820,0,5820,11460,9970,1490,7400,2570,11000,9670,1330,6420,3250,0,1190,1590,1630,1630,1360,950,1450,1330,1470,1220,2140,3040,2960,3100,2580,8780,8720,17500,0,0,0
Greece,300,2011,EL631,Aetolia-Acarnania,1,EL631,14790,55510,106680,7340,29470,51050,7450,26040,55630,5290,2910,5800,7900,9280,24450,5710,4540,7070,8230,8590,16910,11000,7450,12870,16130,17870,41360,5640,6470,6770,4380,1880,900,5520,7500,6580,5140,2930,1800,11160,13970,13350,9520,4810,2700,690,2360,1690,1500,920,290,240,1490,1660,1640,1380,930,930,3850,3350,3140,2300,1220,45340,50340,7100,23950,6760,20400,95680,44350,13860,0,0,0,0,0,0,0,0,0,8.3568764,31.365126,60.277996,8.3541994,33.542,58.103802,8.3595152,29.21903,62.421455,47.639671,48.332611,4.0277176,29.481598,55.282944,15.235457,43.523842,45.14711,11.32905,56.026398,33.067036,10.906565,71.537231,19.255404,9.207366,91.342758,5.9628973,2.6943462,49.78204,48.125546,2.0924151,33.555061,55.432373,11.012565,46.178967,42.978447,10.842587,54.830112,34.243839,10.926049,66.589149,22.713179,10.697675,86.0998,9.1649694,4.7352343,45.524956,48.537006,5.9380379,24.787052,55.110733,20.102215,40.67321,47.475456,11.851333,57.329464,31.785196,10.885341,76.82119,15.562914,7.6158938,95.358818,3.5101404,1.1310452,0,210180,176980,33200,0,45280,105080,87860,17220,68220,19640,105100,89120,15980,63480,25640,0,11470,13530,15310,15010,12900,11620,11740,14260,13780,12080,23090,25270,29570,28790,24980,76390,77500,153890,0,0,0
Greece,300,2011,EL632,Achaea,2,EL632,31330,110680,113450,14830,55830,53350,16500,54850,60100,6920,3210,6030,8370,10930,24640,7560,4600,6740,7370,9070,18010,14480,7810,12770,15740,20000,42650,12420,13310,12170,8450,5080,3420,12300,13650,11110,8480,5910,4380,24720,26960,23280,16930,10990,7800,1320,5060,4500,2820,1730,1070,560,3340,3520,2920,2730,1760,1880,8400,8020,5740,4460,2830,45790,53180,14270,43530,15180,42430,98970,85960,29450,0,0,0,0,0,0,0,0,0,12.264151,43.325764,44.410084,11.958713,45.020561,43.020725,12.552301,41.726891,45.720806,35.248295,60.175266,4.576436,18.091267,62.450775,19.457956,28.976627,52.82505,18.19832,40.978912,44.077065,14.944025,56.417488,31.00141,12.5811,80.048798,14.63964,5.3115616,37.022526,60.235065,2.7424095,21.30616,63.223713,15.470125,31.539541,51.98877,16.471689,39.264786,45.178474,15.55674,51.214005,33.370975,15.41502,74.575569,18.136646,7.2877846,33.494675,60.116165,6.3891578,14.874885,61.677479,23.447638,26.563877,53.612335,19.823788,42.617107,43.024441,14.358452,61.612175,28.635851,9.7519732,84.586334,11.740474,3.6731892,0,300940,255460,45480,0,53280,147340,124010,23330,99860,24150,153600,131450,22150,102320,29130,0,20420,21590,21370,18770,17710,20660,21580,22700,19640,17740,41080,43170,44070,38410,35450,103590,110790,214380,0,0,0
Greece,300,2011,EL633,Elis,1,EL633,8960,40750,84220,4270,20710,42490,4690,20040,41730,4250,2920,4450,5930,7090,17090,4940,4180,6010,6370,7210,13780,9190,7100,10460,12300,14300,30870,3850,4950,4860,3370,1840,1170,3470,4950,4400,3640,2330,1920,7320,9900,9260,7010,4170,3090,330,1290,1280,860,580,350,150,970,1060,740,790,560,480,2260,2340,1600,1370,910,37550,37480,4120,17240,4360,16190,75030,33430,8480,0,0,0,0,0,0,0,0,0,6.690062,30.426342,62.883595,6.3287387,30.695124,62.976139,7.0568762,30.153477,62.789646,54.090641,43.084167,2.8251913,36.863968,51.401871,11.734164,47.416138,41.976429,10.607434,58.823528,33.524628,7.6518412,72.076614,21.018145,6.905242,88.528824,8.8614855,2.6096931,57.710281,40.537384,1.7523365,41.386139,49.009899,9.60396,52.39756,38.360943,9.2414999,59.255814,33.860466,6.8837209,69.796707,22.555664,7.6476283,84.747849,11.808118,3.4440343,50.415184,45.670227,3.9145908,31.877729,54.039303,14.08297,42.020775,45.892353,12.086874,58.366142,33.169292,8.4645672,74.553101,19.348055,6.0988431,91.832352,6.2869425,1.8807093,0,154860,133930,20930,0,34870,78420,67470,10950,51210,16260,76440,66460,9980,47850,18610,0,8560,10100,11470,10750,10330,8430,9160,10590,10160,9510,16990,19260,22060,20910,19840,58910,58030,116940,0,0,0
Greece,300,2011,EL641,Boeotia,1,EL641,7040,35630,54700,3410,19560,27260,3630,16070,27440,2640,1580,2710,4290,4720,11500,3540,3310,3940,3600,4020,8850,6180,4890,6650,7890,8740,20350,2260,4690,4260,3140,1130,590,2860,5050,4820,3920,1730,1180,5120,9740,9080,7060,2860,1770,260,1220,990,660,400,100,140,840,750,720,550,410,400,2060,1740,1380,950,510,23720,24800,3270,16700,3370,13810,48520,30510,6640,0,0,0,0,0,0,0,0,0,7.2301531,36.592381,56.177467,6.7887716,38.940872,54.270355,7.7004666,34.089947,58.209587,52.820515,43.760685,3.4188035,29.298981,58.358299,12.34272,38.065254,51.974815,9.9599314,48.315983,43.233315,8.4507046,69.641434,22.788845,7.5697212,89.924881,7.821476,2.2536457,54.128441,43.730888,2.1406727,35.97826,54.891304,9.130435,41.430073,50.683491,7.8864355,43.68932,47.572815,8.7378645,63.809525,27.460318,8.7301588,84.770119,11.302682,3.9272032,51.162792,43.79845,5.0387597,21.094793,62.616821,16.288385,34.045227,53.51759,12.437186,53.028431,38.813351,8.1582203,75.519997,18.08,6.4000001,94.339622,4.8400326,.82034457,0,114380,97370,17010,0,22630,59400,50230,9170,39790,10440,54980,47140,7840,34950,12190,0,6540,9200,9510,8240,6300,5160,7490,7960,8090,6250,11700,16690,17470,16330,12550,43690,41980,85670,0,0,0
Greece,300,2011,EL642,Euboea,1,EL642,16190,65880,95530,7920,35510,46450,8270,30370,49080,4300,2560,5090,7530,8680,20920,5320,5550,6720,6030,7310,15520,9620,8110,11810,13560,15990,36440,4400,7970,8360,5080,2850,1710,5100,8290,8370,6620,3780,3350,9500,16260,16730,11700,6630,5060,640,2580,2140,1390,1030,490,210,1870,1600,1460,1610,1170,850,4450,3740,2850,2640,1660,41130,44780,7710,30410,7630,25970,85910,56380,15340,0,0,0,0,0,0,0,0,0,9.1159906,37.094593,53.789413,8.8117495,39.508232,51.680019,9.4277248,34.621525,55.950752,48.17226,47.571358,4.2563844,28.140181,56.419155,15.440666,36.586121,51.827759,11.586122,48.239059,41.6222,10.138741,63.301662,26.24703,10.451306,84.430031,11.723819,3.8461537,50.047035,47.977421,1.9755409,35.327816,52.768936,11.903246,40.26363,50.149792,9.5865784,42.735649,46.91708,10.347271,57.559055,29.763779,12.677165,77.445107,16.716566,5.8383231,46.038544,47.109207,6.8522482,19.527079,60.793289,19.679634,32.649136,53.624119,13.726748,53.785713,36.285713,9.9285717,69.108284,22.691082,8.2006369,90.484428,7.396194,2.1193771,0,208200,177600,30600,0,43160,105670,89880,15790,69840,20040,102530,87720,14810,64600,23120,0,10630,15710,16690,14110,12700,9340,13110,15590,14000,12560,19970,28820,32280,28110,25260,79250,78380,157630,0,0,0
Greece,300,2011,EL643,Evrytania,1,EL643,1010,4600,11230,490,2390,5390,520,2210,5840,400,70,400,640,800,3530,420,290,530,800,790,2560,820,360,930,1440,1590,6090,550,550,520,380,160,50,470,530,450,540,280,120,1020,1080,970,920,440,170,30,90,160,120,90,30,30,110,0,130,100,120,60,200,160,250,190,150,4970,5440,460,1920,490,1660,10410,3580,950,0,0,0,0,0,0,0,0,0,5.9976249,27.315914,66.686462,5.9250302,28.899637,65.175331,6.067678,25.787632,68.144691,43.157894,53.684212,3.1578948,21.95122,65.853661,12.195122,45.14563,47.087379,7.7669902,55.172413,35.249043,9.5785437,71.62162,19.81982,8.5585585,95.007797,2.652106,2.3400936,45.652172,51.086956,3.2608695,31.182796,56.989246,11.827957,54.081635,45.918365,0,54.421768,36.734695,8.8435373,67.52137,23.931623,8.5470085,91.428574,4.2857141,4.2857141,40.816326,56.122448,3.0612245,9.8591547,77.46479,12.676056,37.037037,48.148148,14.814815,56.14035,33.333332,10.526316,76.190475,15.238095,8.5714283,97.783936,1.3850416,.83102494,0,18830,16840,1990,0,6410,9270,8270,1000,5470,2800,9560,8570,990,4960,3610,0,920,930,980,1470,1170,980,710,1080,1140,1050,1900,1640,2060,2610,2220,7350,7590,14940,0,0,0
Greece,300,2011,EL644,Phthiotis,1,EL644,12700,50860,71290,6320,27380,33150,6380,23480,38140,3800,1670,2950,4910,6550,18260,4200,2560,3620,4570,5020,13180,8000,4230,6570,9480,11570,31440,3360,5790,6280,4740,2290,1020,4450,6040,6690,5080,2970,2150,7810,11830,12970,9820,5260,3170,510,1760,1980,1110,680,340,170,1230,1380,1610,950,980,680,2990,3360,2720,1630,1320,28950,34340,6150,22930,5870,20120,63290,43050,12020,0,0,0,0,0,0,0,0,0,9.4178715,37.715981,52.866146,9.4540014,40.957367,49.588631,9.3823528,34.529411,56.088234,48.514252,47.362038,4.1237111,22.204725,62.099739,15.695539,28.689957,56.637554,14.672489,43.051769,44.595821,12.352407,62.676056,28.494041,8.8299026,87.503479,8.822711,3.6738102,47.619049,50.453514,1.9274377,26.042727,61.444557,12.512716,30.966639,57.228401,11.804961,40.586147,45.115452,14.298402,56.152126,33.221478,10.626398,80.809319,13.182096,6.0085835,49.543678,43.807041,6.6492829,18.112799,62.798264,19.088938,26.31579,56.021408,17.662802,45.631969,44.052044,10.315985,68.802521,24.054623,7.1428571,93.068298,5.1987767,1.7329255,0,156490,134850,21640,0,35930,78090,66850,11240,50540,16310,78400,68000,10400,48380,19620,0,8820,9830,11690,11260,8940,7670,9220,11210,10760,9520,16490,19050,22900,22020,18460,58030,60330,118360,0,0,0
Greece,300,2011,EL645,Phocis,1,EL645,3470,12320,18130,1800,6510,8560,1670,5810,9570,760,420,700,970,1650,5070,1010,640,1020,1120,1100,3670,1770,1060,1720,2090,2750,8740,900,1210,1540,1080,530,550,940,1200,1420,1300,840,810,1840,2410,2960,2380,1370,1360,160,430,440,280,240,120,50,270,250,370,390,470,210,700,690,650,630,590,7550,8810,1750,5570,1510,4910,16360,10480,3260,0,0,0,0,0,0,0,0,0,10.229953,36.320755,53.449291,10.669828,38.589211,50.740959,9.7947216,34.076248,56.129032,46.335079,48.167538,5.4973822,25.419664,57.793766,16.786572,32.029797,55.121044,12.849162,40.820313,46.484375,12.695313,57.894737,28.842106,13.263158,81.758652,12.72217,5.519177,50.5,47,2.5,30.331753,56.87204,12.796208,37.918217,52.788105,9.2936802,40.143368,46.594982,13.261649,47.2103,36.051502,16.738197,74.141411,16.363636,9.4949493,41.758244,49.45055,8.7912092,20.38835,58.737865,20.873787,26.119404,57.462688,16.41791,41.630901,46.351933,12.017167,68.181816,21.900826,9.9173555,88.32753,9.5818815,2.0905924,0,39060,33920,5140,0,10690,19570,16870,2700,11920,4950,19490,17050,2440,11310,5740,0,2000,2110,2690,2790,2330,1820,2060,2680,2330,2420,3820,4170,5370,5120,4750,14870,15230,30100,0,0,0
Greece,300,2011,EL651,"Argolis, Arcadia",1,EL651,13570,54250,83880,6640,28330,40420,6930,25920,43460,3780,2040,3710,6140,7170,20620,4360,3370,4750,5720,6260,15960,8140,5410,8460,11860,13430,36580,3390,6530,7310,4690,2610,1390,3830,7010,6800,5590,2980,2120,7220,13540,14110,10280,5590,3510,500,1920,1820,1430,890,370,180,1290,1410,1610,1240,910,680,3210,3230,3040,2130,1280,36060,39680,6460,24500,6430,22530,75740,47030,12890,0,0,0,0,0,0,0,0,0,8.9452868,35.761372,55.293343,8.8075342,37.577927,53.614536,9.0813789,33.966713,56.951908,50.748131,45.01247,4.2394013,24.413357,61.101082,14.485559,32.790699,54.689922,12.51938,47.100872,40.826054,12.073074,63.498817,26.43026,10.070922,88.421562,8.4844093,3.0940294,52.090801,45.758663,2.1505377,28.877464,60.06855,11.053985,36.651234,52.469135,10.87963,44.272446,43.266254,12.4613,59.732826,28.435114,11.832061,84.044235,11.163771,4.791996,49.282921,44.198174,6.5189047,19.447092,62.249763,18.303146,28.894081,56.931465,14.174455,50.081566,38.254486,11.663948,67.197754,24.461105,8.3411436,92.135834,6.2109027,1.6532619,0,176280,151700,24580,0,41370,87770,75390,12380,56400,18990,88510,76310,12200,53930,22380,0,8370,11670,12960,12920,10480,7670,10490,12840,12260,10670,16040,22160,25800,25180,21150,67020,68640,135660,0,0,0
