country,ccode,year,lau,launame,urban_area_type,NUTS3CODE,ed_isced_6to8,ed_isced_3to5,ed_isced_0to2,ed_isced_6to8_m,ed_isced_3to5_m,ed_isced_0to2_m,ed_isced_6to8_f,ed_isced_3to5_f,ed_isced_0to2_f,ed_isced_0to2_f_15to24,ed_isced_0to2_f_25to34,ed_isced_0to2_f_35to44,ed_isced_0to2_f_45to54,ed_isced_0to2_f_55to64,ed_isced_0to2_f_65plus,ed_isced_0to2_m_15to24,ed_isced_0to2_m_25to34,ed_isced_0to2_m_35to44,ed_isced_0to2_m_45to54,ed_isced_0to2_m_55to64,ed_isced_0to2_m_65plus,ed_isced_0to2_15to24,ed_isced_0to2_25to34,ed_isced_0to2_35to44,ed_isced_0to2_45to54,ed_isced_0to2_55to64,ed_isced_0to2_65plus,ed_isced_3to5_f_15to24,ed_isced_3to5_f_25to34,ed_isced_3to5_f_35to44,ed_isced_3to5_f_45to54,ed_isced_3to5_f_55to64,ed_isced_3to5_f_65plus,ed_isced_3to5_m_15to24,ed_isced_3to5_m_25to34,ed_isced_3to5_m_35to44,ed_isced_3to5_m_45to54,ed_isced_3to5_m_55to64,ed_isced_3to5_m_65plus,ed_isced_3to5_15to24,ed_isced_3to5_25to34,ed_isced_3to5_35to44,ed_isced_3to5_45to54,ed_isced_3to5_55to64,ed_isced_3to5_65plus,ed_isced_6to8_f_15to24,ed_isced_6to8_f_25to34,ed_isced_6to8_f_35to44,ed_isced_6to8_f_45to54,ed_isced_6to8_f_55to64,ed_isced_6to8_f_65plus,ed_isced_6to8_m_15to24,ed_isced_6to8_m_25to34,ed_isced_6to8_m_35to44,ed_isced_6to8_m_45to54,ed_isced_6to8_m_55to64,ed_isced_6to8_m_65plus,ed_isced_6to8_15to24,ed_isced_6to8_25to34,ed_isced_6to8_35to44,ed_isced_6to8_45to54,ed_isced_6to8_55to64,ed_isced_6to8_65plus,ed_isced_0to2_m_25plus,ed_isced_0to2_f_25plus,ed_isced_6to8_m_25plus,ed_isced_3to5_m_25plus,ed_isced_6to8_f_25plus,ed_isced_3to5_f_25plus,ed_isced_0to2_25plus,ed_isced_3to5_25plus,ed_isced_6to8_25plus,ed_isced_6to8_m_45to64,ed_isced_3to5_m_45to64,ed_isced_0to2_m_45to64,ed_isced_6to8_f_45to64,ed_isced_3to5_f_45to64,ed_isced_0to2_f_45to64,ed_isced_0to2_45to64,ed_isced_3to5_45to64,ed_isced_6to8_45to64,ed_isced_6to8_pc,ed_isced_3to5_pc,ed_isced_0to2_pc,ed_isced_6to8_m_pc,ed_isced_3to5_m_pc,ed_isced_0to2_m_pc,ed_isced_6to8_f_pc,ed_isced_3to5_f_pc,ed_isced_0to2_f_pc,ed_isced_0to2_15to24_pc,ed_isced_3to5_15to24_pc,ed_isced_6to8_15to24_pc,ed_isced_0to2_25to34_pc,ed_isced_3to5_25to34_pc,ed_isced_6to8_25to34_pc,ed_isced_0to2_35to44_pc,ed_isced_3to5_35to44_pc,ed_isced_6to8_35to44_pc,ed_isced_0to2_45to54_pc,ed_isced_3to5_45to54_pc,ed_isced_6to8_45to54_pc,ed_isced_0to2_55to64_pc,ed_isced_3to5_55to64_pc,ed_isced_6to8_55to64_pc,ed_isced_0to2_65plus_pc,ed_isced_3to5_65plus_pc,ed_isced_6to8_65plus_pc,ed_isced_0to2_m_15to24_pc,ed_isced_3to5_m_15to24_pc,ed_isced_6to8_m_15to24_pc,ed_isced_0to2_m_25to34_pc,ed_isced_3to5_m_25to34_pc,ed_isced_6to8_m_25to34_pc,ed_isced_0to2_m_35to44_pc,ed_isced_3to5_m_35to44_pc,ed_isced_6to8_m_35to44_pc,ed_isced_0to2_m_45to54_pc,ed_isced_3to5_m_45to54_pc,ed_isced_6to8_m_45to54_pc,ed_isced_0to2_m_55to64_pc,ed_isced_3to5_m_55to64_pc,ed_isced_6to8_m_55to64_pc,ed_isced_0to2_m_65plus_pc,ed_isced_3to5_m_65plus_pc,ed_isced_6to8_m_65plus_pc,ed_isced_0to2_f_15to24_pc,ed_isced_3to5_f_15to24_pc,ed_isced_6to8_f_15to24_pc,ed_isced_0to2_f_25to34_pc,ed_isced_3to5_f_25to34_pc,ed_isced_6to8_f_25to34_pc,ed_isced_0to2_f_35to44_pc,ed_isced_3to5_f_35to44_pc,ed_isced_6to8_f_35to44_pc,ed_isced_0to2_f_45to54_pc,ed_isced_3to5_f_45to54_pc,ed_isced_6to8_f_45to54_pc,ed_isced_0to2_f_55to64_pc,ed_isced_3to5_f_55to64_pc,ed_isced_6to8_f_55to64_pc,ed_isced_0to2_f_65plus_pc,ed_isced_3to5_f_65plus_pc,ed_isced_6to8_f_65plus_pc,pop_density_km_sq,population,population_15plus,population_0to14,population_15to64,population_65plus,population_m,population_m_15plus,population_m_0to14,population_m_15to64,population_m_65plus,population_f,population_f_15plus,population_f_0to14,population_f_15to64,population_f_65plus,population_under15,population_m_15to24,population_m_25to34,population_m_35to44,population_m_45to54,population_m_55to64,population_f_15to24,population_f_25to34,population_f_35to44,population_f_45to54,population_f_55to64,population_15to24,population_25to34,population_35to44,population_45to54,population_55to64,population_m_25plus,population_f_25plus,population_25plus,population_m_45to64,population_f_45to64,population_45to64
Greece,300,2001,EL301,Northern Athens,5,EL301,79660,167310,109070,43470,76460,46550,36190,90850,62520,8700,3210,5830,9600,11230,23950,10670,4300,4860,6880,7080,12760,19370,7510,10690,16480,18310,36710,17230,20440,18960,15750,10110,8360,15900,18600,15000,11160,7470,8330,33130,39040,33960,26910,17580,16690,2190,11170,9760,7900,3310,1860,1180,8970,10350,10160,6570,6240,3370,20140,20110,18060,9880,8100,35880,53820,42290,60560,34000,73620,89700,134180,76290,0,0,0,0,0,0,0,0,0,22.37389,46.991913,30.634199,26.111244,45.927441,27.961317,19.091581,47.926777,32.981644,34.669769,59.29837,6.0318599,11.261059,58.539513,30.19943,16.507103,52.439777,31.05312,26.818552,43.791698,29.389748,40.004368,38.409439,21.586191,59.691055,27.138212,13.170732,38.450451,57.297298,4.2522521,13.492312,58.362095,28.145592,16.087389,49.652431,34.260178,24.397163,39.574471,36.02837,33.522728,35.36932,31.107954,46.688622,30.479326,22.832052,30.938833,61.273113,7.7880511,9.2188396,58.701897,32.079266,16.874096,54.876991,28.248915,28.872181,47.368423,23.759398,45.557808,41.014198,13.427992,70.090721,24.465906,5.4433713,0,416900,356040,60860,0,61500,197930,166480,31450,139150,27330,218970,189560,29410,155390,34170,0,27750,31870,30210,28200,21120,28120,34820,34550,33250,24650,55870,66690,64760,61450,45770,138730,161440,300170,0,0,0
Greece,300,2001,EL302,Western Athens,5,EL302,29090,158440,195210,14730,81990,88830,14360,76450,106380,12940,8770,15050,18620,20020,30980,14360,10450,12160,16080,14670,21110,27300,19220,27210,34700,34690,52090,20230,25040,17980,8390,2940,1870,18170,24700,18620,10860,5290,4350,38400,49740,36600,19250,8230,6220,850,6330,4250,2050,540,340,740,4530,4250,3090,1350,770,1590,10860,8500,5140,1890,1110,74470,93440,13990,63820,13510,56220,167910,120040,27500,0,0,0,0,0,0,0,0,0,7.6004596,41.396248,51.003292,7.938561,44.18755,47.87389,7.2823167,38.769714,53.947968,40.570663,57.066429,2.3629067,24.079178,62.315208,13.605613,37.62965,50.615406,11.754944,58.72398,32.577423,8.698595,77.415756,18.366436,4.2178087,87.664085,10.467856,1.868058,43.16201,54.613766,2.224226,26.335686,62.247986,11.41633,34.713104,53.154438,12.132458,53.546455,36.163837,10.28971,68.840919,24.824026,6.3350539,80.48037,16.584064,2.93557,38.036449,59.465019,2.4985304,21.84853,62.381664,15.769806,40.370171,48.229614,11.400214,64.074326,28.8713,7.0543704,85.19149,12.510638,2.2978723,93.34137,5.6342273,1.0244049,0,453860,382740,71120,0,59420,222060,185550,36510,159320,26230,231800,197190,34610,164000,33190,0,33270,39680,35030,30030,21310,34020,40140,37280,29060,23500,67290,79820,72310,59090,44810,152280,163170,315450,0,0,0
Greece,300,2001,EL303,Central Athens,5,EL303,182910,492520,356500,98350,230040,151910,84560,262480,204590,24480,13230,21390,32400,37200,75890,29970,19130,18210,23690,22830,38080,54450,32360,39600,56090,60030,113970,54350,60750,48880,39620,26140,32740,48620,62050,42550,31030,20440,25350,102970,122800,91430,70650,46580,58090,5040,27440,22380,15390,7670,6640,3580,22900,22220,19730,12920,17000,8620,50340,44600,35120,20590,23640,121940,180110,94770,181420,79520,208130,302050,389550,174290,0,0,0,0,0,0,0,0,0,17.72504,47.728043,34.546917,20.476786,47.895065,31.628151,15.329116,47.582619,37.088264,32.793304,62.015179,5.1915202,15.746959,59.756691,24.496349,22.547401,52.058304,25.394295,34.653404,43.648834,21.697763,47.193394,36.619495,16.187107,58.237099,29.683187,12.079714,36.473164,59.170013,4.3568211,18.380093,59.617599,22.002306,21.945047,51.277416,26.777536,31.820013,41.678978,26.501007,40.630005,36.376579,22.993416,47.345516,31.518091,21.136393,29.188028,64.802673,6.0092998,13.044765,59.899429,27.055807,23.086885,52.75769,24.155424,37.066696,45.326622,17.606682,52.386986,36.811714,10.801295,65.836731,28.40288,5.7603884,0,1180890,1031930,148960,0,195700,556620,480300,76320,399870,80430,624270,551630,72640,436360,115270,0,82170,104080,82980,74450,56190,83870,101420,92650,87410,71010,166040,205500,175630,161860,127200,398130,467760,865890,0,0,0
Greece,300,2001,EL304,Southern Athens,5,EL304,66490,202520,134580,35780,94230,56950,30710,108290,77630,9870,4010,8130,12830,14420,28370,12240,5080,6350,9320,8930,15030,22110,9090,14480,22150,23350,43400,22070,25520,22150,17600,10530,10420,18260,23340,18500,13900,10000,10230,40330,48860,40650,31500,20530,20650,1630,10410,8970,5570,2530,1600,1120,7940,9210,7900,4810,4800,2750,18350,18180,13470,7340,6400,44710,67760,34660,75970,29080,86220,112470,162190,63740,0,0,0,0,0,0,0,0,0,16.47464,50.179638,33.345722,19.137783,50.401154,30.461061,14.176246,49.988461,35.835297,33.916245,61.865318,4.2184381,11.913499,64.036697,24.049803,19.75174,55.449463,24.7988,33.000595,46.93087,20.068535,45.587662,40.082001,14.33034,61.603973,29.311569,9.0844574,38.709679,57.74826,3.542062,13.971397,64.191422,21.837183,18.64357,54.315914,27.040516,29.948586,44.66581,25.385605,37.615837,42.123001,20.261162,50,34.031937,15.968063,29.401251,65.743225,4.855526,10.04006,63.895844,26.064096,20.713375,56.433121,22.853504,35.638889,48.888889,15.472222,52.474525,38.318779,9.2066956,70.240158,25.798466,3.9613764,0,470160,403590,66570,0,70450,221370,186960,34410,156900,30060,248790,216630,32160,176240,40390,0,31620,36360,34060,31120,23740,33570,39940,39250,36000,27480,65190,76300,73310,67120,51220,155340,183060,338400,0,0,0
Greece,300,2001,EL305,Eastern Attica,4,EL305,38360,130250,144760,21710,66120,69840,16650,64130,74920,9960,6660,9470,13250,14460,21120,12820,10200,8790,10650,11120,16260,22780,16860,18260,23900,25580,37380,13840,17510,13080,10580,5630,3490,13760,17550,12380,9800,7450,5180,27600,35060,25460,20380,13080,8670,1160,5190,4520,3460,1650,670,900,4570,4950,5130,3430,2730,2060,9760,9470,8590,5080,3400,57020,64960,20810,52360,15490,50290,121980,102650,36300,0,0,0,0,0,0,0,0,0,12.24112,41.564285,46.194595,13.769264,41.935688,44.295048,10.693642,41.188183,48.118176,43.440121,52.631577,3.9282992,27.334631,56.841763,15.823606,34.329762,47.866138,17.804098,45.205219,38.547379,16.247398,58.481937,29.903978,11.614083,75.591507,17.532862,6.8756318,46.652111,50.072781,3.2751093,31.559406,54.300739,14.139852,33.652374,47.396633,18.950996,41.63409,38.31118,20.054731,50.545456,33.863636,15.590909,67.273476,21.431526,11.294993,39.903847,55.448719,4.6474361,22.683924,59.638966,17.677111,34.983376,48.319172,16.697451,48.552582,38.76878,12.678638,66.513344,25.896963,7.5896969,83.544304,13.80538,2.6503165,0,370060,313370,56690,0,49450,186330,157670,28660,133500,24170,183730,155700,28030,130420,25280,0,27480,32320,26120,25580,22000,24960,29360,27070,27290,21740,52440,61680,53190,52870,43740,130190,130740,260930,0,0,0
Greece,300,2001,EL306,Western Attica,4,EL306,5700,37930,67590,3050,20310,32260,2650,17620,35330,5300,4340,5630,5750,5990,8320,6610,4440,4240,5530,4650,6790,11910,8780,9870,11280,10640,15110,4920,5680,3840,1980,860,340,4750,5680,4800,2820,1300,960,9670,11360,8640,4800,2160,1300,170,1180,750,360,140,50,110,930,840,680,320,170,280,2110,1590,1040,460,220,25650,30030,2940,15560,2480,12700,55680,28260,5420,0,0,0,0,0,0,0,0,0,5.1249776,34.103577,60.771442,5.4836388,36.51564,58.000721,4.7661872,31.690647,63.543163,54.483074,44.236046,1.2808783,39.460674,51.056179,9.4831457,49.104477,42.985077,7.9104476,65.887848,28.037384,6.0747662,80.241325,16.289593,3.46908,90.859894,7.8171978,1.3229104,57.628597,41.41238,.95902354,40.180996,51.402714,8.4162893,42.914982,48.582996,8.5020247,61.240311,31.229237,7.5304537,74.162682,20.733652,5.1036682,85.732323,12.121212,2.1464646,51.010586,47.353226,1.6361886,38.75,50.714287,10.535714,55.088062,37.573387,7.338552,71.075401,24.474661,4.4499378,85.693848,12.30329,2.0028613,95.522392,3.903559,.57405281,0,136620,111220,25400,0,16630,68530,55620,12910,47700,7920,68090,55600,12490,46890,8710,0,11470,11050,9880,9030,6270,10390,11200,10220,8090,6990,21860,22250,20100,17120,13260,44150,45210,89360,0,0,0
Greece,300,2001,EL307,"Piraeus, Islands",5,EL307,32230,189080,224000,17240,98820,97630,14990,90260,126370,13980,9750,16140,21700,22110,42690,16480,11820,11850,16130,14880,26470,30460,21570,27990,37830,36990,69160,21840,25110,19900,12450,6640,4320,19990,25340,20790,15750,9160,7790,41830,50450,40690,28200,15800,12110,980,5810,4480,2180,910,630,730,4680,4700,4030,1610,1490,1710,10490,9180,6210,2520,2120,81150,112390,16510,78830,14010,68420,193540,147250,30520,0,0,0,0,0,0,0,0,0,7.2376547,42.460308,50.302036,8.0677614,46.24456,45.687679,6.471807,38.969002,54.559193,41.162163,56.527027,2.3108108,26.142284,61.144104,12.713611,35.949139,52.260468,11.790393,52.367111,39.036545,8.5963449,66.877602,28.566263,4.556138,82.9356,14.522125,2.5422711,44.301075,53.736561,1.9623656,28.250479,60.564056,11.185468,31.735405,55.677559,12.587038,44.91785,43.85965,11.222501,58.011696,35.711502,6.276803,74.041962,21.790209,4.1678324,37.989128,59.347828,2.6630435,23.973444,61.740841,14.285714,39.832184,49.111549,11.056269,59.730251,34.269199,6.0005503,74.544846,22.387053,3.0681052,89.609573,9.0680103,1.3224181,0,519240,445310,73930,0,83390,252090,213690,38400,177940,35750,267150,231620,35530,183980,47640,0,37200,41840,37340,35910,25650,36800,40670,40520,36330,29660,74000,82510,77860,72240,55310,176490,194820,371310,0,0,0
Greece,300,2001,EL411,"Lesbos, Lemnos",1,EL411,5630,22700,56920,3070,12220,26960,2560,10480,29960,2780,2350,3140,4410,5240,12040,3380,3290,2770,3740,4480,9300,6160,5640,5910,8150,9720,21340,2450,3470,2250,1230,630,450,2730,3580,2910,1580,750,670,5180,7050,5160,2810,1380,1120,120,1020,870,330,140,80,80,710,960,710,360,250,200,1730,1830,1040,500,330,23580,27180,2990,9490,2440,8030,50760,17520,5430,0,0,0,0,0,0,0,0,0,6.6041055,26.627565,66.768326,7.2662721,28.923077,63.81065,5.9534883,24.372093,69.674416,53.379551,44.887348,1.7331022,39.112343,48.89043,11.997226,45.813953,40,14.186047,67.916664,23.416666,8.666667,83.793106,11.896552,4.3103447,93.637558,4.9144363,1.4480035,54.604198,44.103394,1.2924072,43.403694,47.229553,9.3667545,41.716869,43.825302,14.457831,62.023216,26.202322,11.774461,80.143112,13.416816,6.4400716,90.998039,6.5557728,2.4461839,51.962616,45.794392,2.2429907,34.356724,50.730995,14.912281,50.159744,35.942493,13.897763,73.869347,20.603016,5.527638,87.188019,10.482529,2.3294508,95.783615,3.5799522,.63643599,0,101110,85250,15860,0,22790,50920,42250,8670,32030,10220,50190,43000,7190,30430,12570,0,6190,7580,6640,6030,5590,5350,6840,6260,5970,6010,11540,14420,12900,12000,11600,36060,37650,73710,0,0,0
Greece,300,2001,EL412,"Ikaria, Samos",1,EL412,2470,10340,21340,1460,5430,10380,1010,4910,10960,790,800,1280,1670,2130,4290,1420,930,1190,1600,1640,3600,2210,1730,2470,3270,3770,7890,1340,1470,980,570,270,280,1140,1270,1250,800,480,490,2480,2740,2230,1370,750,770,30,390,260,200,60,70,90,430,400,250,90,200,120,820,660,450,150,270,8960,10170,1370,4290,980,3570,19130,7860,2350,0,0,0,0,0,0,0,0,0,7.2327967,30.278185,62.489017,8.4539661,31.441807,60.104225,5.9834123,29.087677,64.928909,45.945946,51.55925,2.4948025,32.703213,51.795841,15.500945,46.082088,41.604477,12.313433,64.243614,26.91552,8.8408642,80.72805,16.059958,3.2119915,88.353867,8.6226206,3.0235162,53.584908,43.018867,3.3962264,35.361217,48.288975,16.34981,41.901409,44.014084,14.084507,60.377357,30.188679,9.4339619,74.208145,21.719458,4.0723982,83.916084,11.421911,4.6620045,36.574074,62.037037,1.3888888,30.075188,55.263157,14.661654,50.793652,38.888889,10.31746,68.442619,23.360655,8.1967211,86.585365,10.97561,2.4390244,92.456894,6.034483,1.5086207,0,40020,34150,5870,0,8930,20160,17270,2890,12980,4290,19860,16880,2980,12240,4640,0,2650,2630,2840,2650,2210,2160,2660,2520,2440,2460,4810,5290,5360,5090,4670,14620,14720,29340,0,0,0
Greece,300,2001,EL413,Chios,2,EL413,2710,14860,24370,1570,7810,11110,1140,7050,13260,1210,820,1420,1910,2590,5310,1680,980,1070,1620,1730,4030,2890,1800,2490,3530,4320,9340,1470,1940,1760,1000,460,420,1540,1750,1740,1280,810,690,3010,3690,3500,2280,1270,1110,100,430,340,190,70,10,100,430,390,400,140,110,200,860,730,590,210,120,9430,12050,1470,6270,1040,5580,21480,11850,2510,0,0,0,0,0,0,0,0,0,6.4616117,35.431568,58.106819,7.6622744,38.116154,54.221573,5.3146853,32.867134,61.81818,47.377048,49.344261,3.2786884,28.346457,58.110237,13.543307,37.05357,52.083332,10.863095,55.15625,35.625,9.21875,74.482758,21.896551,3.6206896,88.363289,10.501419,1.1352886,50.602409,46.385544,3.0120482,31.012659,55.379745,13.607594,33.4375,54.375,12.1875,49.090908,38.78788,12.121212,64.552238,30.223881,5.2238808,83.436852,14.285714,2.2774327,43.525181,52.877697,3.5971222,25.70533,60.815048,13.479624,40.340908,50,9.659091,61.612904,32.258064,6.1290321,83.012817,14.743589,2.2435896,92.508713,7.3170733,.17421603,0,49630,41940,7690,0,10570,24490,20490,4000,15660,4830,25140,21450,3690,15710,5740,0,3320,3160,3200,3300,2680,2780,3190,3520,3100,3120,6100,6350,6720,6400,5800,17170,18670,35840,0,0,0
