country,ccode,year,lau,launame,urban_area_type,NUTS3CODE,ed_isced_6to8,ed_isced_3to5,ed_isced_0to2,ed_isced_6to8_m,ed_isced_3to5_m,ed_isced_0to2_m,ed_isced_6to8_f,ed_isced_3to5_f,ed_isced_0to2_f,ed_isced_0to2_f_15to24,ed_isced_0to2_f_25to34,ed_isced_0to2_f_35to44,ed_isced_0to2_f_45to54,ed_isced_0to2_f_55to64,ed_isced_0to2_f_65plus,ed_isced_0to2_m_15to24,ed_isced_0to2_m_25to34,ed_isced_0to2_m_35to44,ed_isced_0to2_m_45to54,ed_isced_0to2_m_55to64,ed_isced_0to2_m_65plus,ed_isced_0to2_15to24,ed_isced_0to2_25to34,ed_isced_0to2_35to44,ed_isced_0to2_45to54,ed_isced_0to2_55to64,ed_isced_0to2_65plus,ed_isced_3to5_f_15to24,ed_isced_3to5_f_25to34,ed_isced_3to5_f_35to44,ed_isced_3to5_f_45to54,ed_isced_3to5_f_55to64,ed_isced_3to5_f_65plus,ed_isced_3to5_m_15to24,ed_isced_3to5_m_25to34,ed_isced_3to5_m_35to44,ed_isced_3to5_m_45to54,ed_isced_3to5_m_55to64,ed_isced_3to5_m_65plus,ed_isced_3to5_15to24,ed_isced_3to5_25to34,ed_isced_3to5_35to44,ed_isced_3to5_45to54,ed_isced_3to5_55to64,ed_isced_3to5_65plus,ed_isced_6to8_f_15to24,ed_isced_6to8_f_25to34,ed_isced_6to8_f_35to44,ed_isced_6to8_f_45to54,ed_isced_6to8_f_55to64,ed_isced_6to8_f_65plus,ed_isced_6to8_m_15to24,ed_isced_6to8_m_25to34,ed_isced_6to8_m_35to44,ed_isced_6to8_m_45to54,ed_isced_6to8_m_55to64,ed_isced_6to8_m_65plus,ed_isced_6to8_15to24,ed_isced_6to8_25to34,ed_isced_6to8_35to44,ed_isced_6to8_45to54,ed_isced_6to8_55to64,ed_isced_6to8_65plus,ed_isced_0to2_m_25plus,ed_isced_0to2_f_25plus,ed_isced_6to8_m_25plus,ed_isced_3to5_m_25plus,ed_isced_6to8_f_25plus,ed_isced_3to5_f_25plus,ed_isced_0to2_25plus,ed_isced_3to5_25plus,ed_isced_6to8_25plus,ed_isced_6to8_m_45to64,ed_isced_3to5_m_45to64,ed_isced_0to2_m_45to64,ed_isced_6to8_f_45to64,ed_isced_3to5_f_45to64,ed_isced_0to2_f_45to64,ed_isced_0to2_45to64,ed_isced_3to5_45to64,ed_isced_6to8_45to64,ed_isced_6to8_pc,ed_isced_3to5_pc,ed_isced_0to2_pc,ed_isced_6to8_m_pc,ed_isced_3to5_m_pc,ed_isced_0to2_m_pc,ed_isced_6to8_f_pc,ed_isced_3to5_f_pc,ed_isced_0to2_f_pc,ed_isced_0to2_15to24_pc,ed_isced_3to5_15to24_pc,ed_isced_6to8_15to24_pc,ed_isced_0to2_25to34_pc,ed_isced_3to5_25to34_pc,ed_isced_6to8_25to34_pc,ed_isced_0to2_35to44_pc,ed_isced_3to5_35to44_pc,ed_isced_6to8_35to44_pc,ed_isced_0to2_45to54_pc,ed_isced_3to5_45to54_pc,ed_isced_6to8_45to54_pc,ed_isced_0to2_55to64_pc,ed_isced_3to5_55to64_pc,ed_isced_6to8_55to64_pc,ed_isced_0to2_65plus_pc,ed_isced_3to5_65plus_pc,ed_isced_6to8_65plus_pc,ed_isced_0to2_m_15to24_pc,ed_isced_3to5_m_15to24_pc,ed_isced_6to8_m_15to24_pc,ed_isced_0to2_m_25to34_pc,ed_isced_3to5_m_25to34_pc,ed_isced_6to8_m_25to34_pc,ed_isced_0to2_m_35to44_pc,ed_isced_3to5_m_35to44_pc,ed_isced_6to8_m_35to44_pc,ed_isced_0to2_m_45to54_pc,ed_isced_3to5_m_45to54_pc,ed_isced_6to8_m_45to54_pc,ed_isced_0to2_m_55to64_pc,ed_isced_3to5_m_55to64_pc,ed_isced_6to8_m_55to64_pc,ed_isced_0to2_m_65plus_pc,ed_isced_3to5_m_65plus_pc,ed_isced_6to8_m_65plus_pc,ed_isced_0to2_f_15to24_pc,ed_isced_3to5_f_15to24_pc,ed_isced_6to8_f_15to24_pc,ed_isced_0to2_f_25to34_pc,ed_isced_3to5_f_25to34_pc,ed_isced_6to8_f_25to34_pc,ed_isced_0to2_f_35to44_pc,ed_isced_3to5_f_35to44_pc,ed_isced_6to8_f_35to44_pc,ed_isced_0to2_f_45to54_pc,ed_isced_3to5_f_45to54_pc,ed_isced_6to8_f_45to54_pc,ed_isced_0to2_f_55to64_pc,ed_isced_3to5_f_55to64_pc,ed_isced_6to8_f_55to64_pc,ed_isced_0to2_f_65plus_pc,ed_isced_3to5_f_65plus_pc,ed_isced_6to8_f_65plus_pc,pop_density_km_sq,population,population_15plus,population_0to14,population_15to64,population_65plus,population_m,population_m_15plus,population_m_0to14,population_m_15to64,population_m_65plus,population_f,population_f_15plus,population_f_0to14,population_f_15to64,population_f_65plus,population_under15,population_m_15to24,population_m_25to34,population_m_35to44,population_m_45to54,population_m_55to64,population_f_15to24,population_f_25to34,population_f_35to44,population_f_45to54,population_f_55to64,population_15to24,population_25to34,population_35to44,population_45to54,population_55to64,population_m_25plus,population_f_25plus,population_25plus,population_m_45to64,population_f_45to64,population_45to64
Greece,300,1981,EL301,Northern Athens,5,EL301,30630,66410,135770,19840,29320,60180,10790,37090,75590,11980,10550,12950,15290,10610,14210,11110,9600,9630,12630,8180,9030,23090,20150,22580,27920,18790,23240,9580,10150,7740,4900,3070,1650,6460,6040,5720,5470,2990,2640,16040,16190,13460,10370,6060,4290,930,4130,3040,1480,650,560,590,4880,5580,4530,2210,2050,1520,9010,8620,6010,2860,2610,49070,63610,19250,22860,9860,27510,112680,50370,29110,0,0,0,0,0,0,0,0,0,13.156651,28.525408,58.31794,18.145235,26.815437,55.039326,8.738965,30.039686,61.221348,56.801968,39.458794,3.7392373,44.432194,35.700111,19.867697,50.559784,30.138826,19.301388,63.02483,23.408579,13.566591,67.809456,21.869362,10.321183,77.106834,14.233577,8.6595888,61.178413,35.572685,3.2488987,46.783627,29.434698,23.781677,46.010509,27.329193,26.660295,55.810871,24.171453,20.017675,61.136024,22.346786,16.517191,65.81633,19.241982,14.94169,53.26812,42.59671,4.1351714,42.488926,40.877968,16.633104,54.572273,32.61694,12.810788,70.558372,22.611906,6.8297186,74.040474,21.423586,4.5359387,86.540802,10.048721,3.410475,0,306950,232810,74140,0,30140,147440,109340,38100,95620,13720,159510,123470,36040,107050,16420,0,18160,20520,20930,22630,13380,22490,24830,23730,21670,14330,40650,45350,44660,44300,27710,91180,100980,192160,0,0,0
Greece,300,1981,EL302,Western Athens,5,EL302,11210,50100,253790,7260,26220,120760,3950,23880,133030,23400,22880,25800,27810,15920,17220,22560,23230,22210,25240,15360,12160,45960,46110,48010,53050,31280,29380,11230,7030,3170,1720,420,310,8130,7110,4700,3830,1420,1030,19360,14140,7870,5550,1840,1340,750,2030,700,240,130,100,620,2850,1920,1140,380,350,1370,4880,2620,1380,510,450,98200,109630,6640,18090,3200,12650,207830,30740,9840,0,0,0,0,0,0,0,0,0,3.5576007,15.899714,80.542686,4.7069502,16.999481,78.293571,2.4555514,14.845207,82.699242,68.915878,29.029839,2.054281,70.796867,21.710426,7.4927068,82.068375,13.452991,4.4786325,88.446152,9.2530842,2.3007669,93.012192,5.4713054,1.5165031,94.257301,4.2990055,1.4436959,72.053658,25.966145,1.980198,69.990959,21.422115,8.5869236,77.037804,16.302464,6.6597295,83.548492,12.677921,3.7735848,89.51049,8.2750578,2.2144523,89.807976,7.60709,2.5849335,66.139061,31.741096,2.1198418,71.634315,22.010019,6.3556671,86.95652,10.684193,2.3592854,93.416191,5.7776284,.80618072,96.660599,2.550091,.78931391,97.674416,1.7583665,.56721497,0,426290,315100,111190,0,31170,212250,154240,58010,140700,13540,214040,160860,53180,143230,17630,0,31310,33190,28830,30210,17160,35380,31940,29670,29770,16470,66690,65130,58500,59980,33630,122930,125480,248410,0,0,0
Greece,300,1981,EL303,Central Athens,5,EL303,144320,335270,546170,91600,146970,235450,52720,188300,310720,44000,43740,48860,57570,50240,66310,42910,41720,38420,42210,31890,38300,86910,85460,87280,99780,82130,104610,49490,43670,31050,27870,19780,16440,36170,31610,23490,23240,15570,16890,85660,75280,54540,51110,35350,33330,5600,20500,10720,6920,4610,4370,2740,24930,20060,17110,12310,14450,8340,45430,30780,24030,16920,18820,192540,266720,88860,110800,47120,138810,459260,249610,135980,0,0,0,0,0,0,0,0,0,14.069568,32.685032,53.245399,19.32408,31.00502,49.670898,9.5552254,34.128391,56.316383,48.040462,47.34951,4.6100273,41.451229,36.513557,22.035213,50.567787,31.599073,17.833139,57.043221,29.219072,13.737709,61.108631,26.302084,12.589286,66.732582,21.261801,12.005613,52.444389,44.206795,3.3488145,42.458782,32.169754,25.371464,46.870808,28.656826,24.472368,51.126453,28.149225,20.724321,53.354527,26.049858,20.595617,54.997128,24.253302,20.749569,44.404076,49.944496,5.6514282,40.533779,40.468906,18.997313,53.911507,34.260178,11.828313,62.33218,30.1754,7.4924207,67.318771,26.504086,6.1771407,76.113403,18.870523,5.0160699,0,1284420,1025760,258660,0,156760,605990,474020,131970,404380,69640,678430,551740,126690,464620,87120,0,81820,98260,81970,82560,59770,99090,107910,90630,92360,74630,180910,206170,172600,174920,134400,392200,452650,844850,0,0,0
Greece,300,1981,EL304,Southern Athens,5,EL304,32200,95580,176620,21010,44050,78450,11190,51530,98170,15410,14190,16940,19500,14220,17910,14130,12850,13700,15830,10910,11030,29540,27040,30640,35330,25130,28940,13510,14050,9640,7140,4080,3110,9470,9770,8180,7910,4550,4170,22980,23820,17820,15050,8630,7280,1220,4740,2510,1450,710,560,650,6180,5440,4190,2420,2130,1870,10920,7950,5640,3130,2690,64320,82760,20360,34580,9970,38020,147080,72600,30330,0,0,0,0,0,0,0,0,0,10.578187,31.399475,58.022339,14.640095,30.694725,54.66518,6.9550624,32.028095,61.016846,54.311455,42.250416,3.438132,43.768211,38.556168,17.675623,54.316612,31.590143,14.093246,63.066761,26.865404,10.067833,68.121445,23.393873,8.484684,74.376762,18.709845,6.9133897,58.268044,39.051548,2.6804123,44.618057,33.923611,21.458334,50.146412,29.941435,19.912151,56.677406,28.320803,15.00179,61.017899,25.447428,13.534676,63.646854,24.062321,12.290825,51.128071,44.824154,4.0477772,43.026077,42.601578,14.372347,58.23307,33.138535,8.6283941,69.419724,25.418299,5.1619792,74.802734,21.462389,3.7348764,82.993515,14.411491,2.5949955,0,395330,304400,90930,0,38910,191040,143510,47530,126180,17330,204290,160890,43400,139310,21580,0,24250,28800,27320,27930,17880,30140,32980,29090,28090,19010,54390,61780,56410,56020,36890,119260,130750,250010,0,0,0
Greece,300,1981,EL305,Eastern Attica,4,EL305,8630,22210,103320,5990,10580,49950,2640,11630,53370,8580,8490,9470,10190,7370,9270,8040,8340,8560,10320,6900,7790,16620,16830,18030,20510,14270,17060,3460,2940,2340,1610,910,370,2520,2340,1920,1960,1170,670,5980,5280,4260,3570,2080,1040,160,1060,650,380,260,130,200,1660,1570,1180,730,650,360,2720,2220,1560,990,780,41910,44790,5790,8060,2480,8170,86700,16230,8270,0,0,0,0,0,0,0,0,0,6.4326177,16.554859,77.012527,9.0048103,15.90499,75.090202,3.9030161,17.193968,78.903015,72.386757,26.045298,1.5679442,67.780914,21.264599,10.954491,73.561813,17.380661,9.0575275,79.992203,13.923556,6.0842433,82.295265,11.995386,5.7093425,90.360168,5.5084748,4.1313558,74.721191,23.420074,1.858736,67.585091,18.962723,13.452188,71.037346,15.933609,13.029046,76.671616,14.561665,8.766716,78.409088,13.295455,8.295454,85.510429,7.3545556,7.1350164,70.327866,28.360657,1.3114754,67.97438,23.53883,8.4867897,76.003212,18.780096,5.2166934,83.661743,13.21839,3.1198685,86.299767,10.655738,3.0444965,94.882294,3.7871034,1.3306038,0,180680,134160,46520,0,18880,90670,66520,24150,57410,9110,90010,67640,22370,57870,9770,0,10760,12340,12050,13460,8800,12200,12490,12460,12180,8540,22960,24830,24510,25640,17340,55760,55440,111200,0,0,0
Greece,300,1981,EL306,Western Attica,4,EL306,1550,7100,57530,990,3740,28030,560,3360,29500,5170,4860,5760,5700,3600,4410,4840,4720,5190,5720,3610,3950,10010,9580,10950,11420,7210,8360,1530,1080,420,220,90,20,1300,990,650,500,120,180,2830,2070,1070,720,210,200,130,220,160,20,20,10,100,380,240,150,110,10,230,600,400,170,130,20,23190,24330,890,2440,430,1830,47520,4270,1320,0,0,0,0,0,0,0,0,0,2.3420973,10.728317,86.929588,3.0219781,11.416361,85.561661,1.6756433,10.05386,88.2705,76.587608,21.652639,1.7597551,78.204079,16.897959,4.8979592,88.164253,8.6151371,3.220612,92.770103,5.8489032,1.3809911,95.496689,2.7814569,1.7218543,97.435898,2.3310022,.23310024,77.564102,20.833334,1.6025641,77.504105,16.256157,6.239737,85.361847,10.690789,3.9473684,89.795921,7.8492937,2.3547881,94.010414,3.125,2.8645833,95.410629,4.347826,.24154589,75.695465,22.401171,1.9033675,78.896103,17.532467,3.5714285,90.851738,6.6246057,2.5236592,95.959595,3.7037036,.33670035,97.035042,2.4258761,.53908354,99.324326,.45045048,.22522523,0,91660,66180,25480,0,8580,45650,32760,12890,28620,4140,46010,33420,12590,28980,4440,0,6240,6090,6080,6370,3840,6830,6160,6340,5940,3710,13070,12250,12420,12310,7550,26520,26590,53110,0,0,0
Greece,300,1981,EL307,"Piraeus, Islands",5,EL307,18860,77780,300380,12380,39950,138360,6480,37830,162020,23700,23300,26070,33310,25690,29950,22280,22320,22460,28810,20580,21910,45980,45620,48530,62120,46270,51860,12770,11740,6400,3980,1730,1210,9680,9830,7770,6600,3180,2890,22450,21570,14170,10580,4910,4100,930,3020,1200,620,350,360,510,4680,3160,2260,1050,720,1440,7700,4360,2880,1400,1080,116080,138320,11870,30270,5550,25060,254400,55330,17420,0,0,0,0,0,0,0,0,0,4.7503905,19.590952,75.658653,6.4922128,20.950233,72.557556,3.1406,18.334707,78.524696,65.80793,32.1311,2.0609703,60.916012,28.802244,10.281747,72.368027,21.130331,6.5016403,82.191055,13.998412,3.8105319,87.999237,9.338151,2.6626093,90.918655,7.1879382,1.8934081,68.617188,29.812134,1.5706806,60.602768,26.690197,12.707032,67.265648,23.270441,9.4639111,76.479958,17.520573,5.9994693,82.950424,12.817412,4.2321644,85.854233,11.324451,2.8213165,63.368984,34.144386,2.4866309,61.219128,30.846031,7.9348397,77.427979,19.008018,3.5640035,87.865997,10.498549,1.6354524,92.509903,6.2297444,1.2603528,95.019035,3.8388326,1.142132,0,513800,397020,116780,0,57040,250780,190690,60090,165170,25520,263020,206330,56690,174810,31520,0,32470,36830,33390,37670,24810,37400,38060,33670,37910,27770,69870,74890,67060,75580,52580,158220,168930,327150,0,0,0
Greece,300,1981,EL411,"Lesbos, Lemnos",1,EL411,2740,6420,70780,1900,3290,33010,840,3130,37770,4050,4230,4980,6760,6050,11700,3970,3710,4100,5990,5730,9510,8020,7940,9080,12750,11780,21210,940,930,470,320,240,230,670,620,670,600,310,420,1610,1550,1140,920,550,650,140,350,180,120,30,20,90,730,330,360,180,210,230,1080,510,480,210,230,29040,33720,1810,2620,700,2190,62760,4810,2510,0,0,0,0,0,0,0,0,0,3.4275706,8.031023,88.541405,4.9738221,8.612565,86.413612,2.0124581,7.4988022,90.488739,81.338745,16.3286,2.3326571,75.118256,14.664144,10.217597,84.622551,10.624417,4.7530289,90.10601,6.5017667,3.3922262,93.939392,4.3859649,1.6746411,96.016296,2.942508,1.0411952,83.93235,14.164905,1.9027485,73.32016,12.252964,14.426877,80.392159,13.137255,6.4705882,86.18705,8.6330938,5.1798563,92.122185,4.983923,2.8938906,93.78698,4.1420116,2.0710058,78.947365,18.323587,2.7290449,76.769508,16.878403,6.352087,88.454704,8.348135,3.1971581,93.888885,4.4444447,1.6666666,95.727852,3.7974684,.47468355,97.907951,1.9246862,.16736402,0,101070,79940,21130,0,22090,48880,38200,10680,28060,10140,52190,41740,10450,29790,11950,0,4730,5060,5100,6950,6220,5130,5510,5630,7200,6320,9860,10570,10730,14150,12540,33470,36610,70080,0,0,0
Greece,300,1981,EL412,"Ikaria, Samos",1,EL412,1100,3040,26990,760,1750,12660,340,1290,14330,1530,1370,1760,2140,2310,5220,1270,1430,1520,2120,1840,4480,2800,2800,3280,4260,4150,9700,390,370,230,150,60,90,400,400,270,270,160,250,790,770,500,420,220,340,40,170,80,30,20,0,30,250,170,150,70,90,70,420,250,180,90,90,11390,12800,730,1350,300,900,24190,2250,1030,0,0,0,0,0,0,0,0,0,3.5335689,9.7654991,86.700935,5.0098882,11.535926,83.454185,2.1303258,8.0827065,89.786964,76.502731,21.5847,1.9125683,70.175438,19.298246,10.526316,81.38958,12.406948,6.203474,87.65432,8.6419754,3.7037036,93.049324,4.9327354,2.0179372,95.75518,3.3563671,.88845015,74.705879,23.529411,1.7647059,68.75,19.23077,12.019231,77.551018,13.77551,8.6734695,83.464569,10.629921,5.9055119,88.888885,7.7294688,3.3816426,92.94606,5.1867218,1.8672199,78.061226,19.897959,2.0408163,71.727745,19.371727,8.9005232,85.024155,11.111111,3.8647344,92.241379,6.465517,1.2931035,96.652718,2.5104601,.83682007,98.305084,1.6949153,0,0,38670,31130,7540,0,10130,19080,15170,3910,10350,4820,19590,15960,3630,10650,5310,0,1700,2080,1960,2540,2070,1960,1910,2070,2320,2390,3660,3990,4030,4860,4460,13470,14000,27470,0,0,0
Greece,300,1981,EL413,Chios,2,EL413,1340,5660,32020,1000,3130,14690,340,2530,17330,2120,1920,2200,3060,2580,5450,2170,1640,1910,2500,2370,4100,4290,3560,4110,5560,4950,9550,760,810,490,240,130,100,660,780,510,530,270,380,1420,1590,1000,770,400,480,90,150,30,60,0,10,40,440,230,160,50,80,130,590,260,220,50,90,12520,15210,960,2470,250,1770,27730,4240,1210,0,0,0,0,0,0,0,0,0,3.4341364,14.505382,82.060478,5.3134961,16.631243,78.05526,1.6831683,12.524753,85.792076,73.4589,24.315069,2.2260275,62.020905,27.700348,10.278746,76.536316,18.621973,4.8417134,84.885498,11.755725,3.3587787,91.666664,7.4074073,.92592591,94.367592,4.743083,.88932806,75.609756,22.996515,1.3937283,57.342659,27.272728,15.384615,72.07547,19.245283,8.679245,78.369904,16.61442,5.0156741,88.104088,10.037175,1.858736,89.912277,8.333333,1.7543859,71.38047,25.589226,3.030303,66.666664,28.125,5.2083335,80.882355,18.014706,1.1029412,91.071426,7.1428571,1.7857143,95.20295,4.7970481,0,98.021584,1.7985611,.17985612,0,48880,39020,9860,0,10120,23550,18820,4730,14260,4560,25330,20200,5130,14640,5560,0,2870,2860,2650,3190,2690,2970,2880,2720,3360,2710,5840,5740,5370,6550,5400,15950,17230,33180,0,0,0
