country,ccode,year,lau,launame,urban_area_type,NUTS3CODE,ed_isced_6to8,ed_isced_3to5,ed_isced_0to2,ed_isced_6to8_m,ed_isced_3to5_m,ed_isced_0to2_m,ed_isced_6to8_f,ed_isced_3to5_f,ed_isced_0to2_f,ed_isced_0to2_f_15to24,ed_isced_0to2_f_25to34,ed_isced_0to2_f_35to44,ed_isced_0to2_f_45to54,ed_isced_0to2_f_55to64,ed_isced_0to2_f_65plus,ed_isced_0to2_m_15to24,ed_isced_0to2_m_25to34,ed_isced_0to2_m_35to44,ed_isced_0to2_m_45to54,ed_isced_0to2_m_55to64,ed_isced_0to2_m_65plus,ed_isced_0to2_15to24,ed_isced_0to2_25to34,ed_isced_0to2_35to44,ed_isced_0to2_45to54,ed_isced_0to2_55to64,ed_isced_0to2_65plus,ed_isced_3to5_f_15to24,ed_isced_3to5_f_25to34,ed_isced_3to5_f_35to44,ed_isced_3to5_f_45to54,ed_isced_3to5_f_55to64,ed_isced_3to5_f_65plus,ed_isced_3to5_m_15to24,ed_isced_3to5_m_25to34,ed_isced_3to5_m_35to44,ed_isced_3to5_m_45to54,ed_isced_3to5_m_55to64,ed_isced_3to5_m_65plus,ed_isced_3to5_15to24,ed_isced_3to5_25to34,ed_isced_3to5_35to44,ed_isced_3to5_45to54,ed_isced_3to5_55to64,ed_isced_3to5_65plus,ed_isced_6to8_f_15to24,ed_isced_6to8_f_25to34,ed_isced_6to8_f_35to44,ed_isced_6to8_f_45to54,ed_isced_6to8_f_55to64,ed_isced_6to8_f_65plus,ed_isced_6to8_m_15to24,ed_isced_6to8_m_25to34,ed_isced_6to8_m_35to44,ed_isced_6to8_m_45to54,ed_isced_6to8_m_55to64,ed_isced_6to8_m_65plus,ed_isced_6to8_15to24,ed_isced_6to8_25to34,ed_isced_6to8_35to44,ed_isced_6to8_45to54,ed_isced_6to8_55to64,ed_isced_6to8_65plus,ed_isced_0to2_m_25plus,ed_isced_0to2_f_25plus,ed_isced_6to8_m_25plus,ed_isced_3to5_m_25plus,ed_isced_6to8_f_25plus,ed_isced_3to5_f_25plus,ed_isced_0to2_25plus,ed_isced_3to5_25plus,ed_isced_6to8_25plus,ed_isced_6to8_m_45to64,ed_isced_3to5_m_45to64,ed_isced_0to2_m_45to64,ed_isced_6to8_f_45to64,ed_isced_3to5_f_45to64,ed_isced_0to2_f_45to64,ed_isced_0to2_45to64,ed_isced_3to5_45to64,ed_isced_6to8_45to64,ed_isced_6to8_pc,ed_isced_3to5_pc,ed_isced_0to2_pc,ed_isced_6to8_m_pc,ed_isced_3to5_m_pc,ed_isced_0to2_m_pc,ed_isced_6to8_f_pc,ed_isced_3to5_f_pc,ed_isced_0to2_f_pc,ed_isced_0to2_15to24_pc,ed_isced_3to5_15to24_pc,ed_isced_6to8_15to24_pc,ed_isced_0to2_25to34_pc,ed_isced_3to5_25to34_pc,ed_isced_6to8_25to34_pc,ed_isced_0to2_35to44_pc,ed_isced_3to5_35to44_pc,ed_isced_6to8_35to44_pc,ed_isced_0to2_45to54_pc,ed_isced_3to5_45to54_pc,ed_isced_6to8_45to54_pc,ed_isced_0to2_55to64_pc,ed_isced_3to5_55to64_pc,ed_isced_6to8_55to64_pc,ed_isced_0to2_65plus_pc,ed_isced_3to5_65plus_pc,ed_isced_6to8_65plus_pc,ed_isced_0to2_m_15to24_pc,ed_isced_3to5_m_15to24_pc,ed_isced_6to8_m_15to24_pc,ed_isced_0to2_m_25to34_pc,ed_isced_3to5_m_25to34_pc,ed_isced_6to8_m_25to34_pc,ed_isced_0to2_m_35to44_pc,ed_isced_3to5_m_35to44_pc,ed_isced_6to8_m_35to44_pc,ed_isced_0to2_m_45to54_pc,ed_isced_3to5_m_45to54_pc,ed_isced_6to8_m_45to54_pc,ed_isced_0to2_m_55to64_pc,ed_isced_3to5_m_55to64_pc,ed_isced_6to8_m_55to64_pc,ed_isced_0to2_m_65plus_pc,ed_isced_3to5_m_65plus_pc,ed_isced_6to8_m_65plus_pc,ed_isced_0to2_f_15to24_pc,ed_isced_3to5_f_15to24_pc,ed_isced_6to8_f_15to24_pc,ed_isced_0to2_f_25to34_pc,ed_isced_3to5_f_25to34_pc,ed_isced_6to8_f_25to34_pc,ed_isced_0to2_f_35to44_pc,ed_isced_3to5_f_35to44_pc,ed_isced_6to8_f_35to44_pc,ed_isced_0to2_f_45to54_pc,ed_isced_3to5_f_45to54_pc,ed_isced_6to8_f_45to54_pc,ed_isced_0to2_f_55to64_pc,ed_isced_3to5_f_55to64_pc,ed_isced_6to8_f_55to64_pc,ed_isced_0to2_f_65plus_pc,ed_isced_3to5_f_65plus_pc,ed_isced_6to8_f_65plus_pc,pop_density_km_sq,population,population_15plus,population_0to14,population_15to64,population_65plus,population_m,population_m_15plus,population_m_0to14,population_m_15to64,population_m_65plus,population_f,population_f_15plus,population_f_0to14,population_f_15to64,population_f_65plus,population_under15,population_m_15to24,population_m_25to34,population_m_35to44,population_m_45to54,population_m_55to64,population_f_15to24,population_f_25to34,population_f_35to44,population_f_45to54,population_f_55to64,population_15to24,population_25to34,population_35to44,population_45to54,population_55to64,population_m_25plus,population_f_25plus,population_25plus,population_m_45to64,population_f_45to64,population_45to64
Greece,300,1991,EL301,Northern Athens,5,EL301,54500,118730,125160,32350,53140,54390,22150,65590,70770,10140,6020,9790,12150,13760,18910,11310,4500,8040,8970,10570,11000,21450,10520,17830,21120,24330,29910,16470,14430,14400,9960,6310,4020,13710,11410,9450,7870,6100,4600,30180,25840,23850,17830,12410,8620,1460,7250,7140,3900,1270,1130,500,6090,9330,7410,5600,3420,1960,13340,16470,11310,6870,4550,43080,60630,31850,39430,20690,49120,103710,88550,52540,0,0,0,0,0,0,0,0,0,18.245731,39.748913,41.901573,23.098892,37.943592,38.836128,13.961551,41.342579,44.607628,40.026123,56.316475,3.6573987,21.145729,51.939697,26.81407,30.614698,40.951237,28.279533,41.938046,35.405083,22.4583,55.713303,28.417679,15.731624,69.412857,20.004641,10.559295,44.31818,53.722572,1.9592477,20.435966,51.816532,27.656675,29.932985,35.182426,34.735668,36.883224,32.360199,30.46875,47.399101,27.354259,25.112108,57.803467,24.172359,17.971624,36.123974,58.674744,5.2012825,21.709341,52.037506,26.14497,31.198215,45.889103,22.753345,46.658985,38.248848,14.976958,64.389328,29.527374,5.9429107,78.595177,16.708229,4.6965919,0,369140,298700,70440,0,43090,176500,140050,36450,121020,19030,192640,158650,33990,134590,24060,0,25520,22020,26860,24320,22300,28070,27730,31380,26040,21370,53590,49750,58240,50360,43670,114530,130580,245110,0,0,0
Greece,300,1991,EL302,Western Athens,5,EL302,17290,101590,221320,9820,52790,103340,7470,48800,117980,15270,16190,20200,21590,23710,21020,16270,14260,17650,18530,20680,15950,31540,30450,37850,40120,44390,36970,18650,16990,7660,3390,1590,520,15830,16530,9600,5450,3970,1410,34480,33520,17260,8840,5560,1930,1050,3810,1730,510,190,180,450,3890,2840,1420,750,470,1500,7700,4570,1930,940,650,87070,102710,9370,36960,6420,30150,189780,67110,15790,0,0,0,0,0,0,0,0,0,5.0814085,29.856581,65.04438,5.916019,31.803122,62.256763,4.2864523,28.002525,67.699547,46.712086,51.066353,2.2215641,42.462696,46.743828,10.737694,63.400333,28.911222,7.6549416,78.836708,17.3708,3.7924936,87.227356,10.925526,1.8471212,93.476608,4.879899,1.6434892,49.984638,48.632874,1.3824885,41.08326,47.623165,11.207145,58.637875,31.893688,9.435216,72.952759,21.456694,5.5905514,81.41732,15.629921,2.9527559,89.455971,7.90802,2.6360066,43.666,53.331429,3.0025737,43.756756,45.918919,10.297297,68.24324,25.878378,5.8445945,84.699883,13.299333,2.0007846,93.016869,6.2377405,.74539036,96.777168,2.3941069,.82872927,0,428080,340260,87820,0,39550,211780,165990,45790,148160,17830,216300,174270,42030,152550,21720,0,32550,34710,30100,25400,25400,34970,37000,29600,25490,25490,67520,71710,59700,50890,50890,133440,139300,272740,0,0,0
Greece,300,1991,EL303,Central Athens,5,EL303,147140,395270,435350,87340,179800,184000,59800,215470,251350,29840,22740,35380,40560,48230,74600,33840,20400,28770,29610,31880,39500,63680,43140,64150,70170,80110,114100,55910,48010,38330,27630,23660,21930,43970,42380,31120,23050,20070,19210,99880,90390,69450,50680,43730,41140,4530,21350,15660,8150,5150,4960,2330,20660,21960,15010,13270,14110,6860,42010,37620,23160,18420,19070,150160,221510,85010,135830,55270,159560,371670,295390,140280,0,0,0,0,0,0,0,0,0,15.040069,40.402935,44.499756,19.346123,39.82634,40.756657,11.350264,40.897015,47.707172,37.359928,58.597828,4.0246406,24.560205,51.460289,23.91688,37.424889,40.516888,21.947378,48.69873,35.172459,16.073288,56.280735,30.722214,12.940846,65.431816,23.592155,10.935887,42.220837,54.859638,2.9070494,24.434065,50.760571,24.745478,35.093925,37.960476,26.787022,43.724159,34.037212,22.164795,48.85075,30.753906,20.334047,54.213562,26.365633,19.365908,33.045403,61.915836,5.0166116,24.67448,52.094185,23.166231,39.561668,42.860336,17.510902,53.109859,36.179131,10.67173,62.571354,30.695383,6.6813703,73.483055,21.601654,4.8857369,0,1171120,978320,192800,0,174380,550400,451460,98940,378600,72860,620720,526860,93860,425340,101520,0,80150,83490,81980,67720,65260,90300,92160,89430,76370,77080,170450,175650,171410,144090,142340,371310,436560,807870,0,0,0
Greece,300,1991,EL304,Southern Athens,5,EL304,45940,144220,158620,26840,67810,67680,19100,76410,90940,12470,8310,13770,15110,18190,23090,13150,6810,10180,11450,12800,13290,25620,15120,23950,26560,30990,36380,18380,18870,15890,10280,7350,5640,15590,16150,12920,9830,7890,5430,33970,35020,28810,20110,15240,11070,1500,7740,5240,2340,1310,970,540,6460,7230,5780,4020,2810,2040,14200,12470,8120,5330,3780,54530,78470,26300,52220,17600,58030,133000,110250,43900,0,0,0,0,0,0,0,0,0,13.164079,41.326149,45.452461,16.523024,41.744644,41.664616,10.239091,40.961723,48.750938,41.570663,55.119259,3.3100762,23.481907,54.387325,22.053114,36.676876,44.11945,19.096478,48.449471,36.683693,14.812112,60.081429,29.546335,10.333463,70.971519,21.595785,7.3741708,44.911201,53.244534,1.8442624,23.131794,54.857338,21.942934,33.51992,42.541985,23.806389,42.282127,36.29985,21.344166,51.758999,31.90457,16.25556,61.699165,25.208914,13.045497,38.547142,56.816074,4.636785,23.776823,53.991417,22.145924,39.4217,45.490982,15.001431,54.470081,37.058399,8.4354725,67.746742,27.374302,4.8789573,77.691788,18.977119,3.2637954,0,428350,348980,79370,0,51260,204020,162440,41580,140900,21540,224330,186540,37790,156820,29720,0,29280,29440,30370,27080,24730,32350,34950,34930,27740,26850,61630,64390,65300,54820,51580,133160,154190,287350,0,0,0
Greece,300,1991,EL305,Eastern Attica,4,EL305,18530,64600,132750,11700,32150,63440,6830,32450,69310,9880,8430,11520,12920,12670,13890,11350,7380,9760,11340,12100,11510,21230,15810,21280,24260,24770,25400,9810,8390,6300,4020,2610,1320,8570,7490,6010,4740,3570,1770,18380,15880,12310,8760,6180,3090,530,2360,2180,1040,440,280,250,2330,3170,2770,1880,1300,780,4690,5350,3810,2320,1580,52090,59430,11450,23580,6300,22640,111520,46220,17750,0,0,0,0,0,0,0,0,0,8.5779095,29.904638,61.452644,10.896899,29.943188,59.085403,6.2862401,29.866545,63.791992,52.562515,45.506313,1.9311712,43.398296,43.590446,12.874005,54.620125,31.59651,13.732033,65.763084,23.746273,10.328002,74.429085,18.569712,6.9711537,84.469574,10.276022,5.2544065,56.27169,42.488846,1.2394645,42.857143,43.495937,13.530778,51.503956,31.715038,16.728233,60,25.079365,14.656085,68.945869,20.341881,10.712251,78.943756,12.139917,8.9163237,48.862511,48.516319,2.6211672,43.883392,43.675171,12.285268,57.571217,31.484257,10.894553,71.817673,22.345747,5.7809892,80.546722,16.592499,2.7972028,89.670753,8.5216265,1.8076178,0,271140,216020,55120,0,30070,136140,107370,28770,92790,14580,135000,108650,26350,93160,15490,0,20170,17220,18950,18900,17550,20220,19210,20010,17990,15730,40390,36430,38960,36890,33280,87200,88430,175630,0,0,0
Greece,300,1991,EL306,Western Attica,4,EL306,3130,19680,67730,1800,10530,32550,1330,9150,35180,5820,4770,5970,6510,6340,5770,5970,4390,4980,6090,6000,5120,11790,9160,10950,12600,12340,10890,4160,2800,1140,680,300,70,3090,3610,1770,1140,680,240,7250,6410,2910,1820,980,310,180,640,270,110,90,40,90,660,480,300,190,80,270,1300,750,410,280,120,26580,29360,1710,7440,1150,4990,55940,12430,2860,0,0,0,0,0,0,0,0,0,3.4558904,21.72905,74.781937,4.0089087,23.452116,72.494431,2.9121962,20.035034,77.030876,61.056446,37.545315,1.3982393,54.233273,37.95145,7.6968617,74.948662,19.917864,5.1334701,84.905663,12.264151,2.7628033,90.735298,7.2058825,2.0588236,96.201416,2.7385159,1.0600706,65.245903,33.770493,.98360658,50.634373,41.637833,7.6124568,68.879669,24.481327,6.6390042,80.769234,15.119364,3.97878,87.336243,9.8981075,2.7656476,94.117645,4.4117646,1.4705882,57.283463,40.944881,1.7716537,58.029198,34.063259,7.7858882,80.89431,15.447154,3.6585367,89.178085,9.3150682,1.5068493,94.205055,4.4576526,1.3372958,98.12925,1.1904762,.6802721,0,115140,90570,24570,0,11320,57440,44900,12540,39460,5440,57700,45670,12030,39790,5880,0,9150,8670,7230,7540,6870,10160,8220,7380,7300,6730,19310,16890,14610,14840,13600,35750,35510,71260,0,0,0
Greece,300,1991,EL307,"Piraeus, Islands",5,EL307,22860,123070,250070,14280,66680,109320,8580,56390,140750,16870,16420,21900,24810,28960,31790,16270,11190,17960,18310,23340,22250,33140,27610,39860,43120,52300,54040,17870,16170,11030,5790,3720,1810,16440,17530,12810,9440,6760,3700,34310,33700,23840,15230,10480,5510,900,3870,2120,950,430,310,560,4390,4150,2410,1630,1140,1460,8260,6270,3360,2060,1450,93050,123880,13720,50240,7680,38520,216930,88760,21400,0,0,0,0,0,0,0,0,0,5.7708325,31.068085,63.128265,7.5023642,35.032047,57.434067,4.1692986,27.40172,68.394966,48.091713,49.789581,2.1187055,39.652451,48.398678,11.862703,56.950993,34.062008,8.9584227,69.852585,24.671959,5.4430585,80.647652,16.16037,3.1765614,88.561127,9.0298262,2.3762701,48.902916,49.413887,1.6831981,33.765842,52.896801,13.246832,51.431843,36.683849,11.884307,60.669319,31.278994,7.9854207,73.534973,21.298046,5.1354756,82.133629,13.658176,4.2081947,47.334457,50.140293,2.5252526,44.998631,44.313511,10.605645,62.446537,31.451384,6.0450525,78.637085,18.351822,3.0110936,87.466026,11.235276,1.2987013,93.692902,5.3345122,.91364574,0,487570,396130,91440,0,61020,237580,190340,47240,163250,27090,249990,205790,44200,171860,33930,0,33270,33140,34920,30180,31740,35640,36490,35070,31550,33110,68910,69630,69990,61730,64850,157070,170150,327220,0,0,0
Greece,300,1991,EL411,"Lesbos, Lemnos",1,EL411,3710,12390,62960,2350,6760,29220,1360,5630,33740,3760,3000,4070,4830,6480,11600,3750,3110,3720,4150,5760,8730,7510,6110,7790,8980,12240,20330,1810,1680,1070,460,310,300,1650,2010,1330,740,550,480,3460,3690,2400,1200,860,780,90,710,340,130,60,30,150,770,750,270,260,150,240,1480,1090,400,320,180,25470,29980,2200,5110,1270,3820,55450,8930,3470,0,0,0,0,0,0,0,0,0,4.6914515,15.667678,79.615578,6.1277704,17.627119,76.192963,3.3390622,13.822735,82.838203,66.993759,30.865299,2.1409457,54.166668,32.712765,13.120567,68.938049,21.238937,9.646018,84.877129,11.342155,3.7807183,91.207153,6.4083457,2.3845007,95.490837,3.6636918,.84546733,67.567566,29.729731,2.7027028,52.801357,34.125637,13.073005,63.917526,22.852234,12.886598,80.426353,14.341085,5.2325583,87.671234,8.3713846,3.957382,93.269234,5.1282053,1.6025641,66.431099,31.978798,1.590106,55.658627,31.168831,13.172542,74.270073,19.525547,6.2043796,89.114388,8.4870853,2.398524,94.598541,4.5255475,.87591243,97.233864,2.5146689,.2514669,0,96620,79080,17540,0,21290,47390,38350,9040,28990,9360,49230,40730,8500,28800,11930,0,5550,5890,5820,5160,6570,5660,5390,5480,5420,6850,11210,11280,11300,10580,13420,32800,35070,67870,0,0,0
Greece,300,1991,EL412,"Ikaria, Samos",1,EL412,1720,6050,23950,1180,3360,11100,540,2690,12850,1250,1300,1410,1870,2330,4690,1300,990,1620,1230,2470,3490,2550,2290,3030,3100,4800,8180,760,910,460,250,160,150,680,920,850,370,270,270,1440,1830,1310,620,430,420,90,220,140,50,20,20,60,380,370,120,150,100,150,600,510,170,170,120,9800,11600,1120,2680,450,1930,21400,4610,1570,0,0,0,0,0,0,0,0,0,5.4207373,19.067129,75.480621,7.5399361,21.469648,70.926521,3.3582089,16.728855,79.912933,61.594204,34.782608,3.6231885,48.516949,38.771187,12.711864,62.474228,27.010309,10.515464,79.487183,15.897436,4.3589745,88.888885,7.9629631,3.1481481,93.807343,4.8165135,1.3761468,63.725491,33.333332,2.9411764,43.231441,40.174671,16.593887,57.042255,29.929577,13.028169,71.098267,21.387283,6.9364161,85.467125,9.3425608,5.1903114,90.414505,6.9948187,2.5906737,59.523811,36.190475,4.2857141,53.497944,37.448559,9.0534983,70.149254,22.885572,6.9651742,86.175117,11.520738,2.3041475,92.828682,6.3745022,.79681277,96.50206,3.0864198,.41152263,0,39260,31730,7530,0,8720,19400,15650,3750,11790,3860,19860,16080,3780,11220,4860,0,2040,2290,2840,1730,2890,2100,2430,2010,2170,2510,4140,4720,4850,3900,5400,13610,13980,27590,0,0,0
Greece,300,1991,EL413,Chios,2,EL413,2190,9870,26220,1530,4990,11820,660,4880,14400,1350,1260,1640,2200,3200,4750,1420,1250,1250,1470,2760,3670,2770,2510,2890,3670,5960,8420,1460,1440,960,500,290,230,940,1300,1010,750,520,470,2400,2740,1970,1250,810,700,100,320,150,50,20,20,110,490,490,280,100,60,210,810,640,330,120,80,10400,13050,1420,4050,560,3420,23450,7470,1980,0,0,0,0,0,0,0,0,0,5.7210031,25.783699,68.4953,8.3424206,27.208288,64.449287,3.3099298,24.473421,72.216652,51.486988,44.609665,3.9033458,41.419144,45.214523,13.366337,52.545456,35.81818,11.636364,69.904762,23.809525,6.2857141,86.502174,11.756168,1.7416545,91.521736,7.6086955,.86956519,57.48988,38.056679,4.4534411,41.11842,42.763157,16.118422,45.454544,36.727272,17.818182,58.799999,30,11.2,81.656807,15.384615,2.9585798,87.380951,11.190476,1.4285715,46.391754,50.171822,3.4364262,41.721855,47.682117,10.596026,59.636364,34.909092,5.4545455,80,18.181818,1.8181819,91.168091,8.2621078,.56980056,95,4.5999999,.40000001,0,47240,38280,8960,0,9200,22970,18340,4630,14140,4200,24270,19940,4330,14940,5000,0,2470,3040,2750,2500,3380,2910,3020,2750,2750,3510,5380,6060,5500,5250,6890,15870,17030,32900,0,0,0
