ccode,lau,year,NUTS3CODE,urban_combined,total_votes,Nameoffunctionalurbanarea,fua_oecd,fuaname,oecd_mun_id,to1,total_voters,total_urban_votes,total_nat_votes,total_urbano_votes,vote_communist,vote_green,vote_sd,vote_lib,vote_cons,vote_cd,vote_rpop,vote_mainstream,vote_other,main_netherlands,pct_communist,pct_green,pct_sd,pct_liberal,pct_cons,pct_cd,pct_rpop,pct_main,pct_other,share_party001,share_party002,share_party003,share_party004,share_party005,share_party006,share_party007,share_party008,share_party009,share_party0010,share_party0011,share_party0012,share_party0013,share_party0014,share_party0015,share_party0016,share_party0017,share_party0018,share_party0019,share_party0020,share_party0021,share_party0022,share_party0023,share_party0024,share_party0025,share_party0026,share_party0027,share_party0028,share_party0029,share_party0030,share_party0031,share_party0032,share_party0033,share_party0034,share_party0035,share_party0036,share_party0037,share_party0038,share_party0039,share_party0040,share_party0041,share_party0042,share_party0043,share_party0044,share_party0045,share_party0046,share_party0047,share_party0048,share_party0049,share_party0050,share_party0051,share_party0052,share_party0053,share_party0054,share_party0055,share_party0056,share_party0057,share_party0058,share_party0059,share_party0060,share_party0096,share_start,sd_start,party_top,party001,party002,party003,party004,party005,party006,party007,party008,party009,party0010,party0011,party0012,party0013,party0014,party0015,party0016,party0017,party0018,party0019,party0020,party0021,party0022,party0023,party0024,party0025,party0026,party0027,party0028,party0029,party0030,party0031,party0032,party0033,party0034,party0035,party0036,party0037,party0038,party0039,party0040,party0041,party0042,party0043,party0044,party0045,party0046,party0047,party0048,party0049,party0050,party0051,party0052,party0053,party0054,party0055,party0056,party0057,party0058,party0059,party0060,party0096
528,"GM0047",2012,"NL111",3,15808,"Groningen","NL007","Groningen","GM0047",.7197232,21964,4606975,9421602,2510016,1920,176,6678,3460,68,1373,1506,11043,627,.6543522,.1214575,.0111336,.4224443,.2188765,.0043016,.0868548,.0952682,.6985704,.0396635,.4224443,.1746584,.0572495,.0442181,.0043016,0,0,.0111336,0,.1214575,0,,0,.0952682,.0296053,0,.0176493,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0220142,.5006459,1,1,6678,2761,905,699,68,0,0,176,0,1920,0,,0,1506,468,,279,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM1895",2012,"NL111",1,22640,"","","","GM1895",.7268291,31149,938953,9421602,2510016,3494,271,9073,4348,74,2136,2368,14746,876,.6135159,.1543286,.01197,.4007509,.1920495,.0032686,.0943463,.1045936,.6513251,.0386926,.4007509,.1542403,.0585247,.0378092,.0032686,0,0,.01197,0,.1543286,0,,0,.1045936,.0358216,0,.0178887,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0208039,.4597067,1,1,9073,3492,1325,856,74,0,0,271,0,3494,0,,0,2368,811,,405,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM0765",2012,"NL111",2,6929,"","","","GM0765",.6923461,10008,1648317,9421602,2510016,1228,93,2777,953,45,623,954,4150,256,.5761293,.1772262,.0134219,.4007793,.1375379,.0064944,.089912,.1376822,.598932,.0369462,.4007793,.1147352,.0606148,.0228027,.0064944,0,0,.0134219,0,.1772262,0,,0,.1376822,.0292972,0,.0171742,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.019772,.4828893,1,1,2777,795,420,158,45,0,0,93,0,1228,0,,0,954,203,,119,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM1950",2012,"NL111",1,14767,"","","","GM1950",.7336894,20263,938953,9421602,2510016,1881,222,5129,3277,80,1712,1759,9674,707,.6192185,.1273786,.0150335,.3473285,.2219137,.0054175,.1159342,.1191169,.6551094,.047877,.3473285,.1860229,.0858671,.0358908,.0054175,0,0,.0150335,0,.1273786,0,,0,.1191169,.030067,0,.0232952,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0245818,.463019,1,1,5129,2747,1268,530,80,0,0,222,0,1881,0,,0,1759,444,,344,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM0037",2012,"NL111",2,18298,"","","","GM0037",.7051524,25949,1648317,9421602,2510016,2177,157,6010,3312,250,4057,1747,11642,588,.607826,.1189748,.0085802,.3284512,.1810034,.0136627,.2217182,.0954749,.6362444,.0321347,.3284512,.152585,.1267898,.0284184,.0136627,0,0,.0085802,0,.1189748,0,,0,.0954749,.0949284,0,.0126243,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0195103,.3908094,1,1,6010,2792,2320,520,250,0,0,157,0,2177,0,,0,1747,1737,,231,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM0003",2012,"NL112",3,6707,"Groningen","NL007","Groningen","GM0003",.6966864,9627,4606975,9421602,2510016,870,84,2670,1268,18,914,615,4571,268,.6402266,.1297152,.0125242,.3980916,.1890562,.0026838,.1362755,.0916952,.6815268,.0399583,.3980916,.1477561,.094379,.0413001,.0026838,0,0,.0125242,0,.1297152,0,,0,.0916952,.0418965,0,.0147607,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0251976,.4593618,1,1,2670,991,633,277,18,0,0,84,0,870,0,,0,615,281,,99,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM0010",2012,"NL112",3,14118,"Groningen","NL007","Groningen","GM0010",.6842437,20633,4606975,9421602,2510016,1677,156,5214,2987,65,1958,1420,9436,641,.6323842,.1187845,.0110497,.3693158,.2115739,.0046041,.1386882,.1005808,.6683666,.045403,.3693158,.1755914,.087477,.0359824,.0046041,0,0,.0110497,0,.1187845,0,,0,.1005808,.0512112,0,.0182745,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0271285,.4191392,1,1,5214,2479,1235,508,65,0,0,156,0,1677,0,,0,1420,723,,258,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM0024",2012,"NL112",3,6283,"Groningen","NL007","Groningen","GM0024",.7828308,8026,4606975,9421602,2510016,682,184,1993,1265,92,1432,392,4135,243,.6083081,.1085469,.0292854,.3172052,.2013369,.0146427,.2279166,.0623906,.6581251,.0386758,.3172052,.15152,.139583,.049817,.0146427,0,0,.0292854,0,.1085469,0,,0,.0623906,.0883336,0,.019895,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0187808,.307009,0,1,1993,952,877,313,92,0,0,184,0,682,0,,0,392,555,,125,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM1966",2012,"NL113",1,31315,"","","","GM1966",.7911577,39578,938953,9421602,2510016,3483,826,10092,6526,375,6944,1800,20584,1269,.6100271,.1112247,.0263771,.3222737,.2083985,.0119751,.2217468,.0574804,.6573208,.0405237,.3222737,.1611049,.1266486,.0472936,.0119751,0,0,.0263771,0,.1112247,0,,0,.0574804,.0950982,0,.0197988,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0207249,.3072583,0,1,10092,5045,3966,1481,375,0,0,826,0,3483,0,,0,1800,2978,,620,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM1952",2012,"NL113",1,35331,"","","","GM1952",.7343246,48798,938953,9421602,2510016,4418,602,13442,7928,224,3875,3360,23432,1482,.6160595,.125046,.0170389,.3804591,.2243922,.00634,.1096771,.0951006,.6632136,.0419462,.3804591,.1772381,.0583623,.0471541,.00634,0,0,.0170389,0,.125046,0,,0,.0951006,.0513147,0,.0197277,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0222184,.4787644,1,1,13442,6262,2062,1666,224,0,0,602,0,4418,0,,0,3360,1813,,697,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
