ccode,lau,year,NUTS3CODE,urban_combined,total_votes,Nameoffunctionalurbanarea,fua_oecd,fuaname,oecd_mun_id,to1,total_voters,total_urban_votes,total_nat_votes,total_urbano_votes,vote_communist,vote_green,vote_sd,vote_lib,vote_cons,vote_cd,vote_rpop,vote_mainstream,vote_other,main_netherlands,pct_communist,pct_green,pct_sd,pct_liberal,pct_cons,pct_cd,pct_rpop,pct_main,pct_other,share_party001,share_party002,share_party003,share_party004,share_party005,share_party006,share_party007,share_party008,share_party009,share_party0010,share_party0011,share_party0012,share_party0013,share_party0014,share_party0015,share_party0016,share_party0017,share_party0018,share_party0019,share_party0020,share_party0021,share_party0022,share_party0023,share_party0024,share_party0025,share_party0026,share_party0027,share_party0028,share_party0029,share_party0030,share_party0031,share_party0032,share_party0033,share_party0034,share_party0035,share_party0036,share_party0037,share_party0038,share_party0039,share_party0040,share_party0041,share_party0042,share_party0043,share_party0044,share_party0045,share_party0046,share_party0047,share_party0048,share_party0049,share_party0050,share_party0051,share_party0052,share_party0053,share_party0054,share_party0055,share_party0056,share_party0057,share_party0058,share_party0059,share_party0060,share_party0096,share_start,sd_start,party_top,party001,party002,party003,party004,party005,party006,party007,party008,party009,party0010,party0011,party0012,party0013,party0014,party0015,party0016,party0017,party0018,party0019,party0020,party0021,party0022,party0023,party0024,party0025,party0026,party0027,party0028,party0029,party0030,party0031,party0032,party0033,party0034,party0035,party0036,party0037,party0038,party0039,party0040,party0041,party0042,party0043,party0044,party0045,party0046,party0047,party0048,party0049,party0050,party0051,party0052,party0053,party0054,party0055,party0056,party0057,party0058,party0059,party0060,party0096
528,"GM0765",1998,"NL111",2,7133,"","","","GM0765",.6880486,10367,1533502,8607787,2330748,281,757,3526,1107,267,942,57,5575,196,.7438665,.0393944,.1061265,.4943222,.1551942,.0374317,.1320622,.007991,.7815785,.0274779,.4943222,.1174821,.1320622,.037712,.0016823,.0071499,.0285995,.1061265,.007991,.0393944,.0051872,,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0222908,.4828893,1,1,3526,838,942,269,12,51,204,757,57,281,37,,0,0,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM1895",1998,"NL111",1,23371,"","","","GM1895",.7394497,31554,900977,8607787,2330748,1092,1663,10598,4565,756,3162,154,18325,1381,.7341149,.0467246,.0711566,.453468,.1953276,.0323478,.1352959,.0065894,.7840914,.0590903,.453468,.1453511,.1352959,.0499765,.0007702,.0095417,.0220359,.0711566,.0065894,.0467246,.0062471,,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0528433,.4597067,1,1,10598,3397,3162,1168,18,223,515,1663,154,1092,146,,0,0,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM0037",1998,"NL111",2,18087,"","","","GM0037",.7048439,25661,1533502,8607787,2330748,608,784,6638,3103,2026,4501,72,14242,355,.7459501,.0336153,.0433461,.3670039,.1715597,.1120142,.2488528,.0039808,.7874164,.0196274,.3670039,.1300934,.2488528,.0414662,.0023774,.0440095,.0656272,.0433461,.0039808,.0336153,.0044231,,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0152043,.3908094,1,1,6638,2353,4501,750,43,796,1187,784,72,608,80,,0,0,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM1950",1998,"NL111",1,14491,"","","","GM1950",.7226883,20257,900977,8607787,2330748,540,868,6328,3245,460,2539,113,12112,398,.7860051,.0372645,.0598992,.4366848,.2239321,.0317438,.1752122,.0077979,.8358291,.0274653,.4366848,.1741081,.1752122,.049824,.0016562,.0052446,.024843,.0598992,.0077979,.0372645,.0071769,,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0202885,.463019,1,1,6328,2523,2539,722,24,76,360,868,113,540,104,,0,0,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM0047",1998,"NL111",3,15661,"Groningen","NL007","Groningen","GM0047",.7140056,21934,4160276,8607787,2330748,603,823,7323,3964,487,1903,103,13190,455,.7779835,.0385033,.0525509,.4675947,.2531128,.0310964,.121512,.0065768,.8422195,.0290531,.4675947,.1888768,.121512,.064236,.0006385,.0134091,.0170487,.0525509,.0065768,.0385033,.01475,,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.014303,.5006459,1,1,7323,2958,1903,1006,10,210,267,823,103,603,231,,0,0,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM0003",1998,"NL112",3,6894,"Groningen","NL007","Groningen","GM0003",.7096974,9714,4160276,8607787,2330748,258,307,3076,1466,283,1280,40,5822,184,.7832898,.0374238,.0445315,.4461851,.2126487,.0410502,.1856687,.0058021,.8445024,.0266899,.4461851,.151436,.1856687,.0612126,.0011604,.021613,.0182768,.0445315,.0058021,.0374238,.0092834,,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0174064,.4593618,1,1,3076,1044,1280,422,8,149,126,307,40,258,64,,0,0,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM0024",1998,"NL112",3,6477,"Groningen","NL007","Groningen","GM0024",.7946264,8151,4160276,8607787,2330748,174,473,2003,1252,638,1826,15,5081,96,.7216304,.0268643,.0730276,.3092481,.1932994,.0985024,.2819206,.0023159,.7844681,.0148217,.3092481,.1304616,.2819206,.0628377,.005095,.0666975,.0267099,.0730276,.0023159,.0268643,.0024703,,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0123514,.307009,0,1,2003,845,1826,407,33,432,173,473,15,174,16,,0,0,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM0010",1998,"NL112",3,16453,"Groningen","NL007","Groningen","GM0010",.7187541,22891,4160276,8607787,2330748,932,840,6599,4028,749,2776,104,13403,425,.7529326,.0566462,.0510545,.4010819,.2448186,.0455236,.168723,.006321,.8146235,.0258312,.4010819,.1831277,.168723,.0616909,.0012764,.0196317,.0246156,.0510545,.006321,.0566462,.0091777,,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0166535,.4191392,1,1,6599,3013,2776,1015,21,323,405,840,104,932,151,,0,0,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM1952",1998,"NL113",1,33654,"","","","GM1952",.7411212,46023,900977,8607787,2330748,1867,2032,14447,8456,1966,3802,137,26705,947,.7178938,.0554763,.0603792,.4292803,.2512628,.058418,.1129732,.0040708,.7935164,.0281393,.4292803,.1756403,.1129732,.0756225,.0019611,.0433232,.0131337,.0603792,.0040708,.0554763,.0119154,,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0162239,.4787644,1,1,14447,5911,3802,2545,66,1458,442,2032,137,1867,401,,0,0,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"GM0014",1998,"NL113",3,118459,"Groningen","NL007","Groningen","GM0014",.807707,159150,4160276,8607787,2330748,6176,14212,40409,36183,6341,12458,311,89050,2369,.6217425,.0521362,.119974,.3411222,.3054475,.0535291,.1051672,.0026254,.7517369,.0199985,.3411222,.1754531,.1051672,.1299943,.0015026,.0407652,.0112613,.119974,.0026254,.0521362,.0045079,,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0154906,.3704285,1,1,40409,20784,12458,15399,178,4829,1334,14212,311,6176,534,,0,0,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
