country,ccode,year,lau,launame,urban_area_type,NUTS3CODE,ed_isced_6to8,ed_isced_3to5,ed_isced_0to2,ed_isced_6to8_m,ed_isced_3to5_m,ed_isced_0to2_m,ed_isced_6to8_f,ed_isced_3to5_f,ed_isced_0to2_f,ed_isced_6to8_pc,ed_isced_3to5_pc,ed_isced_0to2_pc,ed_isced_6to8_m_pc,ed_isced_3to5_m_pc,ed_isced_0to2_m_pc,ed_isced_6to8_f_pc,ed_isced_3to5_f_pc,ed_isced_0to2_f_pc,ed_isced_0to2_f_15to24,ed_isced_0to2_f_25to34,ed_isced_0to2_f_35to44,ed_isced_0to2_f_45to54,ed_isced_0to2_f_55to64,ed_isced_0to2_f_65plus,ed_isced_0to2_m_15to24,ed_isced_0to2_m_25to34,ed_isced_0to2_m_35to44,ed_isced_0to2_m_45to54,ed_isced_0to2_m_55to64,ed_isced_0to2_m_65plus,ed_isced_0to2_15to24,ed_isced_0to2_25to34,ed_isced_0to2_35to44,ed_isced_0to2_45to54,ed_isced_0to2_55to64,ed_isced_0to2_65plus,ed_isced_3to5_f_15to24,ed_isced_3to5_f_25to34,ed_isced_3to5_f_35to44,ed_isced_3to5_f_45to54,ed_isced_3to5_f_55to64,ed_isced_3to5_f_65plus,ed_isced_3to5_m_15to24,ed_isced_3to5_m_25to34,ed_isced_3to5_m_35to44,ed_isced_3to5_m_45to54,ed_isced_3to5_m_55to64,ed_isced_3to5_m_65plus,ed_isced_3to5_15to24,ed_isced_3to5_25to34,ed_isced_3to5_35to44,ed_isced_3to5_45to54,ed_isced_3to5_55to64,ed_isced_3to5_65plus,ed_isced_6to8_f_15to24,ed_isced_6to8_f_25to34,ed_isced_6to8_f_35to44,ed_isced_6to8_f_45to54,ed_isced_6to8_f_55to64,ed_isced_6to8_f_65plus,ed_isced_6to8_m_15to24,ed_isced_6to8_m_25to34,ed_isced_6to8_m_35to44,ed_isced_6to8_m_45to54,ed_isced_6to8_m_55to64,ed_isced_6to8_m_65plus,ed_isced_6to8_15to24,ed_isced_6to8_25to34,ed_isced_6to8_35to44,ed_isced_6to8_45to54,ed_isced_6to8_55to64,ed_isced_6to8_65plus,ed_isced_0to2_f_15to24_pc,ed_isced_3to5_f_15to24_pc,ed_isced_6to8_f_15to24_pc,ed_isced_0to2_m_15to24_pc,ed_isced_3to5_m_15to24_pc,ed_isced_6to8_m_15to24_pc,ed_isced_0to2_15to24_pc,ed_isced_3to5_15to24_pc,ed_isced_6to8_15to24_pc,ed_isced_0to2_f_25to34_pc,ed_isced_3to5_f_25to34_pc,ed_isced_6to8_f_25to34_pc,ed_isced_0to2_m_25to34_pc,ed_isced_3to5_m_25to34_pc,ed_isced_6to8_m_25to34_pc,ed_isced_0to2_25to34_pc,ed_isced_3to5_25to34_pc,ed_isced_6to8_25to34_pc,ed_isced_0to2_f_35to44_pc,ed_isced_3to5_f_35to44_pc,ed_isced_6to8_f_35to44_pc,ed_isced_0to2_m_35to44_pc,ed_isced_3to5_m_35to44_pc,ed_isced_6to8_m_35to44_pc,ed_isced_0to2_35to44_pc,ed_isced_3to5_35to44_pc,ed_isced_6to8_35to44_pc,ed_isced_0to2_f_45to54_pc,ed_isced_3to5_f_45to54_pc,ed_isced_6to8_f_45to54_pc,ed_isced_0to2_m_45to54_pc,ed_isced_3to5_m_45to54_pc,ed_isced_6to8_m_45to54_pc,ed_isced_0to2_45to54_pc,ed_isced_3to5_45to54_pc,ed_isced_6to8_45to54_pc,ed_isced_0to2_f_55to64_pc,ed_isced_3to5_f_55to64_pc,ed_isced_6to8_f_55to64_pc,ed_isced_0to2_m_55to64_pc,ed_isced_3to5_m_55to64_pc,ed_isced_6to8_m_55to64_pc,ed_isced_0to2_55to64_pc,ed_isced_3to5_55to64_pc,ed_isced_6to8_55to64_pc,ed_isced_0to2_f_65plus_pc,ed_isced_3to5_f_65plus_pc,ed_isced_6to8_f_65plus_pc,ed_isced_0to2_m_65plus_pc,ed_isced_3to5_m_65plus_pc,ed_isced_6to8_m_65plus_pc,ed_isced_0to2_65plus_pc,ed_isced_3to5_65plus_pc,ed_isced_6to8_65plus_pc,ed_isced_0to2_m_25plus,ed_isced_0to2_f_25plus,ed_isced_6to8_m_25plus,ed_isced_3to5_m_25plus,ed_isced_6to8_f_25plus,ed_isced_3to5_f_25plus,ed_isced_0to2_25plus,ed_isced_3to5_25plus,ed_isced_6to8_25plus,ed_isced_0to2_f_25plus_pc,ed_isced_3to5_f_25plus_pc,ed_isced_6to8_f_25plus_pc,ed_isced_0to2_m_25plus_pc,ed_isced_3to5_m_25plus_pc,ed_isced_6to8_m_25plus_pc,ed_isced_0to2_25plus_pc,ed_isced_3to5_25plus_pc,ed_isced_6to8_25plus_pc,ed_isced_6to8_m_45to64,ed_isced_3to5_m_45to64,ed_isced_0to2_m_45to64,ed_isced_6to8_f_45to64,ed_isced_3to5_f_45to64,ed_isced_0to2_f_45to64,ed_isced_0to2_45to64,ed_isced_3to5_45to64,ed_isced_6to8_45to64,ed_isced_0to2_m_45to64_pc,ed_isced_0to2_f_45to64_pc,ed_isced_3to5_m_45to64_pc,ed_isced_3to5_f_45to64_pc,ed_isced_6to8_m_45to64_pc,ed_isced_6to8_f_45to64_pc,ed_isced_0to2_45to64_pc,ed_isced_3to5_45to64_pc,ed_isced_6to8_45to64_pc,pop_density_km_sq,population,population_15plus,population_0to14,population_15to64,population_65plus,population_m,population_m_15plus,population_m_0to14,population_m_15to64,population_m_65plus,population_f,population_f_15plus,population_f_0to14,population_f_15to64,population_f_65plus,population_under15,population_m_15to24,population_m_25to34,population_m_35to44,population_m_45to54,population_m_55to64,population_f_15to24,population_f_25to34,population_f_35to44,population_f_45to54,population_f_55to64,population_15to24,population_25to34,population_35to44,population_45to54,population_55to64,population_m_25plus,population_f_25plus,population_25plus,population_m_45to64,population_f_45to64,population_45to64,fuacode,fuaname,area_km_sq
Portugal,620,2011,091213,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091216,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091219,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091221,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091224,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091225,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091228,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091230,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091231,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091232,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091233,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091234,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091235,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091236,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091303,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091304,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091305,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091307,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091309,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091310,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091311,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091312,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091313,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091314,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091315,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091316,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091321,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091325,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091330,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091331,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091332,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
Portugal,620,2011,091333,Trancoso,Rural and Towns,PT16J,691,1061,7021,222,465,3416,469,596,3605,7.8764391,12.093925,80.02964,5.410675,11.333171,83.256157,10.042827,12.762313,77.194862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.323166,9878,8773,1105,,2969,4686,4103,583,,1247,5192,4670,522,,1722,,519,508,553,660,616,506,502,569,672,699,1025,1010,1122,1332,1315,,,,,,,,,361.5247192382813
