report_type	year	country	lau_id	lau_name
missing-data	1990	US	72051	Dorado
missing-data	1990	US	72095	Maunabo
missing-data	1990	US	72037	Ceiba
missing-data	1990	US	72041	Cidra
missing-data	1990	US	66010	Guam
missing-data	1990	US	02198	Prince of Wales-Hyder
missing-data	1990	US	72121	Sabana Grande
missing-data	1990	US	72007	Aguas Buenas
missing-data	1990	US	72025	Caguas
missing-data	1990	US	72151	Yabucoa
missing-data	1990	US	72149	Villalba
missing-data	1990	US	72079	Lajas
missing-data	1990	US	72093	Maricao
missing-data	1990	US	60030	Rose Island
missing-data	1990	US	72049	Culebra
missing-data	1990	US	72141	Utuado
missing-data	1990	US	72073	Jayuya
missing-data	1990	US	72075	Juana Díaz
missing-data	1990	US	72103	Naguabo
missing-data	1990	US	60050	Western
missing-data	1990	US	72081	Lares
missing-data	1990	US	72111	Peñuelas
missing-data	1990	US	72129	San Lorenzo
missing-data	1990	US	72019	Barranquitas
missing-data	1990	US	72021	Bayamón
missing-data	1990	US	02282	Yakutat
missing-data	1990	US	69100	Rota
missing-data	1990	US	72065	Hatillo
missing-data	1990	US	02290	Yukon-Koyukuk
missing-data	1990	US	02105	Hoonah-Angoon
missing-data	1990	US	02195	Petersburg
missing-data	1990	US	72039	Ciales
missing-data	1990	US	72015	Arroyo
missing-data	1990	US	72059	Guayanilla
missing-data	1990	US	72055	Guánica
missing-data	1990	US	72027	Camuy
missing-data	1990	US	78030	St. Thomas
missing-data	1990	US	72054	Florida
missing-data	1990	US	72135	Toa Alta
missing-data	1990	US	02275	Wrangell
missing-data	1990	US	78010	St. Croix
missing-data	1990	US	72071	Isabela
missing-data	1990	US	72033	Cataño
missing-data	1990	US	72097	Mayagüez
missing-data	1990	US	72043	Coamo
missing-data	1990	US	72117	Rincón
missing-data	1990	US	72119	Río Grande
not-in-geojson	1990	US	02231	
not-in-geojson	1990	US	02201	
not-in-geojson	1990	US	02280	
not-in-geojson	1990	US	30113	
missing-data	2010	US	69100	Rota
missing-data	2010	US	78020	St. John
missing-data	2010	US	69110	Saipan
missing-data	2010	US	02290	Yukon-Koyukuk
missing-data	2010	US	60040	Swains Island
missing-data	2010	US	78010	St. Croix
missing-data	2010	US	66010	Guam
missing-data	2010	US	60030	Rose Island
missing-data	2010	US	60010	Eastern
missing-data	2010	US	69085	Northern Islands
missing-data	2010	US	60050	Western
missing-data	2010	US	78030	St. Thomas
missing-data	2010	US	69120	Tinian
missing-data	2010	US	60020	Manu'a
missing-data	2000	US	72115	Quebradillas
missing-data	2000	US	72009	Aibonito
missing-data	2000	US	72085	Las Piedras
missing-data	2000	US	69110	Saipan
missing-data	2000	US	72029	Canóvanas
missing-data	2000	US	69085	Northern Islands
missing-data	2000	US	72113	Ponce
missing-data	2000	US	72011	Añasco
missing-data	2000	US	72131	San Sebastián
missing-data	2000	US	72105	Naranjito
missing-data	2000	US	72013	Arecibo
missing-data	2000	US	72047	Corozal
missing-data	2000	US	72017	Barceloneta
missing-data	2000	US	72125	San Germán
missing-data	2000	US	72087	Loíza
missing-data	2000	US	72127	San Juan
missing-data	2000	US	72023	Cabo Rojo
missing-data	2000	US	72089	Luquillo
missing-data	2000	US	72031	Carolina
missing-data	2000	US	72053	Fajardo
missing-data	2000	US	78020	St. John
missing-data	2000	US	72045	Comerío
missing-data	2000	US	72137	Toa Baja
missing-data	2000	US	72109	Patillas
missing-data	2000	US	72005	Aguadilla
missing-data	2000	US	60010	Eastern
missing-data	2000	US	69120	Tinian
missing-data	2000	US	72145	Vega Baja
missing-data	2000	US	72057	Guayama
missing-data	2000	US	72107	Orocovis
missing-data	2000	US	72069	Humacao
missing-data	2000	US	72133	Santa Isabel
missing-data	2000	US	60020	Manu'a
missing-data	2000	US	72001	Adjuntas
missing-data	2000	US	72099	Moca
missing-data	2000	US	72063	Gurabo
missing-data	2000	US	60040	Swains Island
missing-data	2000	US	72083	Las Marías
missing-data	2000	US	72101	Morovis
missing-data	2000	US	72061	Guaynabo
missing-data	2000	US	72139	Trujillo Alto
missing-data	2000	US	72153	Yauco
missing-data	2000	US	72077	Juncos
missing-data	2000	US	72123	Salinas
missing-data	2000	US	72147	Vieques
missing-data	2000	US	72091	Manatí
missing-data	2000	US	72067	Hormigueros
missing-data	2000	US	72143	Vega Alta
missing-data	2000	US	72003	Aguada
missing-data	2000	US	02230	Skagway
missing-data	2000	US	72035	Cayey
missing-data	2000	US	72051	Dorado
missing-data	2000	US	72095	Maunabo
missing-data	2000	US	72037	Ceiba
missing-data	2000	US	72041	Cidra
missing-data	2000	US	66010	Guam
missing-data	2000	US	02198	Prince of Wales-Hyder
missing-data	2000	US	72121	Sabana Grande
missing-data	2000	US	72007	Aguas Buenas
missing-data	2000	US	72025	Caguas
missing-data	2000	US	72151	Yabucoa
missing-data	2000	US	72149	Villalba
missing-data	2000	US	72079	Lajas
missing-data	2000	US	72093	Maricao
missing-data	2000	US	60030	Rose Island
missing-data	2000	US	72049	Culebra
missing-data	2000	US	72141	Utuado
missing-data	2000	US	72073	Jayuya
missing-data	2000	US	72075	Juana Díaz
missing-data	2000	US	72103	Naguabo
missing-data	2000	US	60050	Western
missing-data	2000	US	72081	Lares
missing-data	2000	US	72111	Peñuelas
missing-data	2000	US	72129	San Lorenzo
missing-data	2000	US	72019	Barranquitas
missing-data	2000	US	72021	Bayamón
missing-data	2000	US	69100	Rota
missing-data	2000	US	72065	Hatillo
missing-data	2000	US	02290	Yukon-Koyukuk
missing-data	2000	US	02105	Hoonah-Angoon
missing-data	2000	US	02195	Petersburg
missing-data	2000	US	72039	Ciales
missing-data	2000	US	72015	Arroyo
missing-data	2000	US	72059	Guayanilla
missing-data	2000	US	72055	Guánica
missing-data	2000	US	72027	Camuy
missing-data	2000	US	78030	St. Thomas
missing-data	2000	US	72054	Florida
missing-data	2000	US	72135	Toa Alta
missing-data	2000	US	02275	Wrangell
missing-data	2000	US	78010	St. Croix
missing-data	2000	US	72071	Isabela
missing-data	2000	US	72033	Cataño
missing-data	2000	US	72097	Mayagüez
missing-data	2000	US	72043	Coamo
missing-data	2000	US	72117	Rincón
missing-data	2000	US	72119	Río Grande
not-in-geojson	2000	US	02201	
not-in-geojson	2000	US	02280	
not-in-geojson	2000	US	02232	
missing-data	2016	US	69100	Rota
missing-data	2016	US	78020	St. John
missing-data	2016	US	69110	Saipan
missing-data	2016	US	02290	Yukon-Koyukuk
missing-data	2016	US	60040	Swains Island
missing-data	2016	US	78010	St. Croix
missing-data	2016	US	66010	Guam
missing-data	2016	US	60030	Rose Island
missing-data	2016	US	60010	Eastern
missing-data	2016	US	69085	Northern Islands
missing-data	2016	US	60050	Western
missing-data	2016	US	78030	St. Thomas
missing-data	2016	US	69120	Tinian
missing-data	2016	US	60020	Manu'a
missing-data	1981	BE	72041	Dilsen-Stokkem
missing-data	1981	BE	54010	Comines-Warneton / Komen-Waasten
not-in-geojson	1981	BE	00000	
missing-data	1996	CA	2402902	Mont-Alexandre
missing-data	1996	CA	2462908	Lac-Matawin
missing-data	1996	CA	3554091	Timiskaming, Unorganized, East Part
missing-data	1996	CA	2462914	Lac-des-Dix-Milles
missing-data	1996	CA	2479902	Lac-de-la-Pomme
missing-data	1996	CA	2462910	Lac-Legendre
missing-data	1996	CA	2483902	Lac-Pythonga
missing-data	1996	CA	2484902	Lac-Nilgaut
missing-data	1996	CA	2462918	Baie-Obaoca
missing-data	1996	CA	2493908	Belle-Rivière
missing-data	1996	CA	2483908	Lac-Moselle
missing-data	1996	CA	4618093	Division No. 18, Unorganized, West Part
missing-data	1996	CA	2435902	Lac-Masketsi
missing-data	1996	CA	2483906	Lac-Lenôtre
missing-data	1996	CA	2479912	Lac-De La Bidière
missing-data	1996	CA	4708016	Big Stick No. 141
missing-data	1996	CA	2495902	Lac-au-Brochet
missing-data	1996	CA	2407912	Lac-Alfred
missing-data	1996	CA	4618091	Division No. 18, Unorganized, East Part
missing-data	1996	CA	2479910	Lac-Bazinet
missing-data	1996	CA	2494930	Mont-Valin
missing-data	1996	CA	5953044	Fraser-Fort George D
missing-data	1996	CA	2493904	Lac-Moncouche
missing-data	1996	CA	2487902	Lac-Duparquet
missing-data	1996	CA	5953046	Fraser-Fort George E
missing-data	1996	CA	2494926	Lalemant
missing-data	1996	CA	2434902	Lac-Blanc
missing-data	1996	CA	2415904	Sagard
missing-data	1996	CA	2479920	Baie-des-Chaloupes
missing-data	1996	CA	2435904	Lac-Normand
missing-data	1996	CA	2414904	Petit-Lac-Sainte-Anne
missing-data	1996	CA	2479914	Lac-Oscar
missing-data	1996	CA	2407910	Ruisseau-des-Mineurs
missing-data	1996	CA	2408902	Rivière-Bonjour
missing-data	1996	CA	2435906	Rivière-de-la-Savane
missing-data	1996	CA	2478802	Doncaster
missing-data	1996	CA	4620066	Division No. 20, Unorganized, South Part
missing-data	1996	CA	2492904	Rivière-Mistassini
missing-data	1996	CA	2479922	Lac-Douaire
missing-data	1996	CA	2493906	Lac-Achouakan
missing-data	1996	CA	2483912	Dépôt-Échouani
missing-data	1996	CA	2406902	Rivière-Nouvelle
missing-data	1996	CA	2483904	Cascades-Malignes
missing-data	1996	CA	2479926	Lac-Marguerite
missing-data	1996	CA	2462912	Saint-Guillaume-Nord
missing-data	1996	CA	2462902	Lac-Minaki
missing-data	1996	CA	2479916	Lac-de-la-Maison-de-Pierre
missing-data	1996	CA	2422902	Lac-Croche
missing-data	1996	CA	2409904	Lac-à-la-Croix
missing-data	1996	CA	2494928	Lac-Ministuk
missing-data	1996	CA	2434906	Lac-Lapeyrère
missing-data	1996	CA	2405902	Rivière-Bonaventure
missing-data	1996	CA	2406904	Ruisseau-Ferguson
missing-data	1996	CA	2415902	Mont-Élie
missing-data	1996	CA	2407902	Routhierville
missing-data	1996	CA	2479924	Lac-Ernest
missing-data	1986	CA	2402902	Mont-Alexandre
missing-data	1986	CA	2462908	Lac-Matawin
missing-data	1986	CA	3554091	Timiskaming, Unorganized, East Part
missing-data	1986	CA	2462914	Lac-des-Dix-Milles
missing-data	1986	CA	2479902	Lac-de-la-Pomme
missing-data	1986	CA	2462910	Lac-Legendre
missing-data	1986	CA	2483902	Lac-Pythonga
missing-data	1986	CA	2484902	Lac-Nilgaut
missing-data	1986	CA	2462918	Baie-Obaoca
missing-data	1986	CA	2493908	Belle-Rivière
missing-data	1986	CA	2483908	Lac-Moselle
missing-data	1986	CA	2435902	Lac-Masketsi
missing-data	1986	CA	2483906	Lac-Lenôtre
missing-data	1986	CA	2479912	Lac-De La Bidière
missing-data	1986	CA	2484100	Rapides-des-Joachims
missing-data	1986	CA	2495902	Lac-au-Brochet
missing-data	1986	CA	2407912	Lac-Alfred
missing-data	1986	CA	2479910	Lac-Bazinet
missing-data	1986	CA	2494930	Mont-Valin
missing-data	1986	CA	5953044	Fraser-Fort George D
missing-data	1986	CA	2487902	Lac-Duparquet
missing-data	1986	CA	5953046	Fraser-Fort George E
missing-data	1986	CA	2494926	Lalemant
missing-data	1986	CA	2434902	Lac-Blanc
missing-data	1986	CA	2478802	Doncaster
missing-data	1986	CA	2479920	Baie-des-Chaloupes
missing-data	1986	CA	2435904	Lac-Normand
missing-data	1986	CA	2414904	Petit-Lac-Sainte-Anne
