report_type	year	country	lau_id	lau_name
missing-data	1975	FR	38283	Oris-en-Rattier
missing-data	1975	FR	65117	Cadeilhan-Trachère
missing-data	1975	FR	2A349	Viggianello
missing-data	1975	FR	26209	Montréal-les-Sources
missing-data	1975	FR	25072	Bonnal
missing-data	1975	FR	65477	Villenave-près-Marsac
missing-data	1975	FR	34099	Ferrières-les-Verreries
missing-data	1975	FR	66157	Railleu
missing-data	1975	FR	2B289	Soveria
missing-data	1975	FR	09243	Régat
missing-data	1975	FR	2A330	Ucciani
missing-data	1975	FR	65478	Viscos
missing-data	1975	FR	65171	Estarvielle
missing-data	1975	FR	38031	Beaufin
missing-data	1975	FR	55138	Culey
missing-data	1975	FR	02384	Houry
missing-data	1975	FR	39108	Charency
missing-data	1975	FR	25342	Longechaux
missing-data	1975	FR	02583	Pancy-Courtecon
missing-data	1975	FR	2B210	Pero-Casevecchie
missing-data	1975	FR	64329	Lée
missing-data	1975	FR	77136	Courquetaine
missing-data	1975	FR	86299	Vouzailles
missing-data	1975	FR	65046	Aulon
missing-data	1975	FR	91526	Roinvilliers
missing-data	1975	FR	2A040	Bocognano
missing-data	1975	FR	89371	Sainte-Vertu
missing-data	1975	FR	39419	Pillemoine
missing-data	1975	FR	2B007	Albertacce
missing-data	1975	FR	88316	Morville
missing-data	1975	FR	97224	Saint-Joseph
missing-data	1975	FR	57027	Arraincourt
missing-data	1975	FR	88347	Pierrefitte
missing-data	1975	FR	21306	Grenant-lès-Sombernon
missing-data	1975	FR	97607	Dembeni
missing-data	1975	FR	09009	Alzen
missing-data	1975	FR	57767	Stuckange
missing-data	1975	FR	97216	Marigot
missing-data	1975	FR	80459	Laleu
missing-data	1975	FR	88149	Dommartin-lès-Vallois
missing-data	1975	FR	2B296	Sant'Antonino
missing-data	1975	FR	09263	Saint-Jean-du-Castillonnais
missing-data	1975	FR	2A131	Guagno
missing-data	1975	FR	39080	Broissia
missing-data	1975	FR	2A358	Zévaco
missing-data	1975	FR	27635	Thuit
missing-data	1975	FR	14285	Fournet
missing-data	1975	FR	10026	Bailly-le-Franc
missing-data	1975	FR	54169	Domprix
missing-data	1975	FR	54443	Raon-lès-Leau
missing-data	1975	FR	65275	Lies
missing-data	1975	FR	54470	Saint-Baussant
missing-data	1975	FR	71528	Sornay
missing-data	1975	FR	04092	Garde
missing-data	1975	FR	57470	Molring
missing-data	1975	FR	26242	Poët-en-Percip
missing-data	1975	FR	31452	Rieucazé
missing-data	1975	FR	11162	Generville
missing-data	1975	FR	50374	Neuville-en-Beaumont
missing-data	1975	FR	2B283	Solaro
missing-data	1975	FR	61398	Saint-Germain-le-Vieux
missing-data	1975	FR	62210	Canteleux
missing-data	1975	FR	32145	Gée-Rivière
missing-data	1975	FR	53111	Haie-Traversaine
missing-data	1975	FR	02402	Lanchy
missing-data	1975	FR	97130	Terre-de-Bas
missing-data	1975	FR	2A253	Quasquara
missing-data	1975	FR	2A258	Renno
missing-data	1975	FR	2B280	Silvareccio
missing-data	1975	FR	31267	Lahitère
missing-data	1975	FR	21097	Boussey
missing-data	1975	FR	04171	Rougon
missing-data	1975	FR	09090	Cazaux
missing-data	1975	FR	21235	Duesme
missing-data	1975	FR	31242	Jurvielle
missing-data	1975	FR	21660	Veilly
missing-data	1975	FR	09140	Ignaux
missing-data	1975	FR	06050	Coursegoules
missing-data	1975	FR	55100	Champougny
missing-data	1975	FR	52022	Aubepierre-sur-Aube
missing-data	1975	FR	14448	Montreuil-en-Auge
missing-data	1975	FR	2B241	Poggio-Marinaccio
missing-data	1975	FR	32223	Magnas
missing-data	1975	FR	25355	Magny-Châtelard
missing-data	1975	FR	70124	Champtonnay
missing-data	1975	FR	34195	Pégairolles-de-Buèges
missing-data	1975	FR	25269	Germondans
missing-data	1975	FR	89315	Préhy
missing-data	1975	FR	2B025	Avapessa
missing-data	1975	FR	83020	Bourguet
missing-data	1975	FR	70443	Grande-Résie
missing-data	1975	FR	80433	Herly
missing-data	1975	FR	09172	Loubaut
missing-data	1975	FR	21141	Champrenault
missing-data	1975	FR	04224	Ubraye
missing-data	1975	FR	46209	Nadaillac-de-Rouge
missing-data	1975	FR	65066	Barrancoueu
missing-data	1975	FR	97126	Saint-Louis
missing-data	1975	FR	80325	Fontaine-lès-Cappy
missing-data	1975	FR	08020	Petites-Armoises
missing-data	1975	FR	2A228	Pietrosella
missing-data	1975	FR	04170	Rochette
missing-data	1975	FR	52053	Blaisy
missing-data	1975	FR	80210	Contre
missing-data	1975	FR	51300	Isle-sur-Marne
missing-data	1975	FR	97211	Grand'Rivière
missing-data	1975	FR	55409	Pretz-en-Argonne
missing-data	1975	FR	26372	Vers-sur-Méouge
missing-data	1975	FR	10405	Verricourt
missing-data	1975	FR	66232	Vira
missing-data	1975	FR	97801	Sain-Martin
missing-data	1975	FR	88074	Brechainville
missing-data	1975	FR	97605	Chiconi
missing-data	1975	FR	88288	Maroncourt
missing-data	1975	FR	06002	Amirat
missing-data	1975	FR	2B291	Stazzona
missing-data	1975	FR	2A098	Coti-Chiavari
missing-data	1975	FR	02829	Vuillery
missing-data	1975	FR	55453	Saint-André-en-Barrois
missing-data	1975	FR	2B069	Casabianca
missing-data	1975	FR	28368	Saucelle
missing-data	1975	FR	52278	Lavilleneuve-au-Roi
missing-data	1975	FR	06009	Bairols
missing-data	1975	FR	21039	Avelanges
missing-data	1975	FR	51374	Mondement-Montgivroux
missing-data	1975	FR	05091	Moydans
missing-data	1975	FR	39568	Villerserine
missing-data	1975	FR	39376	Moutoux
missing-data	1975	FR	2A062	Carbuccia
missing-data	1975	FR	48161	Saint-Juéry
missing-data	1975	FR	62697	Récourt
missing-data	1975	FR	34220	Puech
missing-data	1975	FR	2B168	Monticello
missing-data	1975	FR	09195	Monesple
missing-data	1975	FR	2B029	Barbaggio
missing-data	1975	FR	40301	Siest
missing-data	1975	FR	51510	Saint-Quentin-les-Marais
missing-data	1975	FR	11166	Gourvieille
missing-data	1975	FR	02523	Mont-Saint-Martin
missing-data	1975	FR	21030	Aubaine
missing-data	1975	FR	04191	Saint-Martin-lès-Seyne
missing-data	1975	FR	08228	Horgne
missing-data	1975	FR	80026	Arguel
missing-data	1975	FR	52059	Bonnecourt
missing-data	1975	FR	27659	Trinité
missing-data	1975	FR	2A103	Cuttoli-Corticchiato
missing-data	1975	FR	97603	Bandrele
missing-data	1975	FR	52174	Doncourt-sur-Meuse
missing-data	1975	FR	2B190	Olmi-Cappella
missing-data	1975	FR	02222	Courbes
missing-data	1975	FR	07074	Creysseilles
missing-data	1975	FR	34228	Rieussec
missing-data	1975	FR	97219	Prêcheur
missing-data	1975	FR	65285	Louit
missing-data	1975	FR	11229	Mazuby
missing-data	1975	FR	26296	Saint-Benoit-en-Diois
missing-data	1975	FR	28260	Montharville
missing-data	1975	FR	55038	Beaulieu-en-Argonne
missing-data	1975	FR	65107	Bourréac
missing-data	1975	FR	88048	Bellefontaine
missing-data	1975	FR	52157	Curmont
missing-data	1975	FR	52228	Grandchamp
missing-data	1975	FR	09279	Salsein
missing-data	1975	FR	39586	Aresches
missing-data	1975	FR	60424	Montmartin
missing-data	1975	FR	35317	Saint-Symphorien
missing-data	1975	FR	97408	Possession
missing-data	1975	FR	97230	Trinité
missing-data	1975	FR	61381	Saint-Denis-sur-Huisne
missing-data	1975	FR	2A285	Sorbollano
missing-data	1975	FR	97120	Pointe-à-Pitre
missing-data	1975	FR	66090	Jujols
missing-data	1975	FR	27259	Foucrainville
missing-data	1975	FR	70395	Oppenans
missing-data	1975	FR	51437	Poilly
missing-data	1975	FR	52207	Frécourt
missing-data	1975	FR	89002	Aigremont
missing-data	1975	FR	88501	Vermont
missing-data	1975	FR	88042	Bazien
missing-data	1975	FR	09216	Nescus
missing-data	1975	FR	57249	Glatigny
missing-data	1975	FR	2B080	Castifao
missing-data	1975	FR	54170	Domptail-en-l'Air
missing-data	1975	FR	21145	Charigny
missing-data	1975	FR	2B287	Sorio
missing-data	1975	FR	26131	Eyzahut
missing-data	1975	FR	66216	Trilla
missing-data	1975	FR	54107	Buriville
missing-data	1975	FR	97402	Bras-Panon
missing-data	1975	FR	09025	Aucazein
missing-data	1975	FR	55280	Lanhères
missing-data	1975	FR	11282	Peyrefitte-du-Razès
missing-data	1975	FR	70082	Bouhans-lès-Montbozon
missing-data	1975	FR	39002	Abergement-le-Grand
missing-data	1975	FR	2A006	Alata
missing-data	1975	FR	2B116	Focicchia
missing-data	1975	FR	80197	Cizancourt
missing-data	1975	FR	2A259	Rezza
missing-data	1975	FR	09233	Pradettes
missing-data	1975	FR	02251	Cuiry-lès-Iviers
missing-data	1975	FR	31348	Moncaup
missing-data	1975	FR	25457	Plaimbois-Vennes
missing-data	1975	FR	21156	Chaudenay-le-Château
missing-data	1975	FR	2B250	Prunelli-di-Casacconi
missing-data	1975	FR	09260	Sainte-Foi
missing-data	1975	FR	2B084	Cateri
missing-data	1975	FR	26012	Arnayon
missing-data	1975	FR	65050	Avajan
missing-data	1975	FR	09127	Gabre
missing-data	1975	FR	28315	Revercourt
missing-data	1975	FR	21147	Charny
missing-data	1975	FR	61266	Ménil-Guyon
missing-data	1975	FR	62625	Noyelles-lès-Humières
missing-data	1975	FR	2B342	Ventiseri
missing-data	1975	FR	08233	Imécourt
missing-data	1975	FR	2B231	Pigna
missing-data	1975	FR	30327	Tharaux
missing-data	1975	FR	55295	Lisle-en-Barrois
missing-data	1975	FR	97304	Kourou
missing-data	1975	FR	2A336	Valle-di-Mezzana
missing-data	1975	FR	70335	Maussans
missing-data	1975	FR	66100	Llo
missing-data	1975	FR	21376	Marandeuil
missing-data	1975	FR	2B338	Valle-d'Orezza
missing-data	1975	FR	2B187	Olmeta-di-Capocorso
missing-data	1975	FR	55580	Wavrille
missing-data	1975	FR	31548	Signac
missing-data	1975	FR	27614	Sancourt
missing-data	1975	FR	11309	Rennes-le-Château
missing-data	1975	FR	97614	Ouangani
missing-data	1975	FR	26342	Solérieux
missing-data	1975	FR	66075	Eyne
missing-data	1975	FR	97312	Sinnamary
missing-data	1975	FR	26227	Pelonne
missing-data	1975	FR	14482	Ouézy
missing-data	1975	FR	2A008	Albitreccia
missing-data	1975	FR	11213	Maisons
missing-data	1975	FR	97122	Port-Louis
missing-data	1975	FR	31272	Lapeyrère
missing-data	1975	FR	11306	Quirbajou
missing-data	1975	FR	30074	Causse-Bégon
missing-data	1975	FR	52009	Andilly-en-Bassigny
missing-data	1975	FR	70316	Magnoray
missing-data	1975	FR	39239	Frasnée
missing-data	1975	FR	34133	Lavalette
missing-data	1975	FR	52495	Trémilly
missing-data	1975	FR	2B246	Porta
missing-data	1975	FR	26018	Aulan
missing-data	1975	FR	11169	Greffeil
missing-data	1975	FR	14674	Soignolles
missing-data	1975	FR	2B213	Pianello
missing-data	1975	FR	05107	Puy-Saint-André
missing-data	1975	FR	66077	Fenouillet
missing-data	1975	FR	70231	Ferrières-lès-Ray
missing-data	1975	FR	2B012	Altiani
missing-data	1975	FR	39248	Geraise
missing-data	1975	FR	11277	Pécharic-et-le-Py
missing-data	1975	FR	18071	Contres
missing-data	1975	FR	11391	Tourette-Cabardès
missing-data	1975	FR	11039	Bezole
missing-data	1975	FR	55115	Cierges-sous-Montfaucon
missing-data	1975	FR	68052	Bretten
missing-data	1975	FR	09133	Génat
missing-data	1975	FR	55482	Senoncourt-les-Maujouy
missing-data	1975	FR	52465	Saulxures
missing-data	1975	FR	07283	Saint-Pierre-la-Roche
missing-data	1975	FR	2B079	Castello-di-Rostino
missing-data	1975	FR	55484	Septsarges
missing-data	1975	FR	39457	Repôts
missing-data	1975	FR	2B328	Tox
missing-data	1975	FR	04177	Hautes-Duyes
missing-data	1975	FR	55103	Charpentry
missing-data	1975	FR	97110	Désirade
missing-data	1975	FR	97353	Maripasoula
missing-data	1975	FR	09200	Montbel
missing-data	1975	FR	53238	Saint-Mars-sur-la-Futaie
missing-data	1975	FR	11149	Fonters-du-Razès
missing-data	1975	FR	10038	Bercenay-le-Hayer
missing-data	1975	FR	2B234	Piobetta
missing-data	1975	FR	31312	Mailholas
missing-data	1975	FR	76549	Saâne-Saint-Just
missing-data	1975	FR	46246	Saignes
missing-data	1975	FR	2B095	Corscia
missing-data	1975	FR	39483	Saint-Hymetière
missing-data	1975	FR	47019	Bajamont
missing-data	1975	FR	60497	Plessier-sur-Bulles
missing-data	1975	FR	08307	Montmeillant
missing-data	1975	FR	05167	Sigottier
missing-data	1975	FR	26378	Volvent
missing-data	1975	FR	10398	Vaucogne
missing-data	1975	FR	70301	Lieffrans
missing-data	1975	FR	51470	Rouvroy-Ripont
missing-data	1975	FR	27551	Saint-Jean-de-la-Léqueraye
missing-data	1975	FR	11047	Bousquet
missing-data	1975	FR	80402	Guizancourt
missing-data	1975	FR	2A090	Coggia
missing-data	1975	FR	25099	Bugny
missing-data	1975	FR	28351	Saint-Maixme-Hauterive
missing-data	1975	FR	2A128	Granace
missing-data	1975	FR	52116	Chatenay-Vaudin
missing-data	1975	FR	04228	Valavoire
missing-data	1975	FR	11186	Lairière
missing-data	1975	FR	52503	Valleroy
missing-data	1975	FR	97308	Saint-Georges
missing-data	1975	FR	61289	Mont-Ormel
missing-data	1975	FR	28299	Pinthières
missing-data	1975	FR	39427	Plénise
missing-data	1975	FR	18250	Serruelles
missing-data	1975	FR	47039	Boussès
missing-data	1975	FR	2A212	Piana
missing-data	1975	FR	65060	Banios
missing-data	1975	FR	97133	Vieux-Fort
missing-data	1975	FR	2A130	Grosseto-Prugna
missing-data	1975	FR	25373	Mémont
missing-data	1975	FR	25049	Belfays
missing-data	1975	FR	76386	Limpiville
missing-data	1975	FR	57110	Brettnach
missing-data	1975	FR	2A197	Osani
missing-data	1975	FR	90085	Riervescemont
missing-data	1975	FR	54218	Gélaucourt
missing-data	1975	FR	2B194	Ortale
missing-data	1975	FR	62791	Séricourt
missing-data	1975	FR	65068	Barthe
missing-data	1975	FR	65229	Ilheu
missing-data	1975	FR	76531	Rocquefort
missing-data	1975	FR	69016	Azolette
missing-data	1975	FR	95141	Charmont
missing-data	1975	FR	12003	Albres
missing-data	1975	FR	32454	Traversères
missing-data	1975	FR	97314	Ouanary
missing-data	1975	FR	40008	Argelouse
missing-data	1975	FR	2A189	Olmeto
missing-data	1975	FR	65143	Chelle-Spou
missing-data	1975	FR	25579	Val-de-Roulans
missing-data	1975	FR	21286	Frénois
missing-data	1975	FR	06076	Lieuche
missing-data	1975	FR	51341	Malmy
missing-data	1975	FR	2A284	Sollacaro
missing-data	1975	FR	2B354	Vivario
missing-data	1975	FR	18251	Sévry
missing-data	1975	FR	47008	Ambrus
missing-data	1975	FR	31392	Mourvilles-Basses
missing-data	1975	FR	19009	Angles-sur-Corrèze
missing-data	1975	FR	52342	Morionvilliers
missing-data	1975	FR	41121	Madeleine-Villefrouin
missing-data	1975	FR	04132	Montsalier
missing-data	1975	FR	21262	Faverolles-lès-Lucey
missing-data	1975	FR	54233	Gondrexon
missing-data	1975	FR	05089	Montrond
missing-data	1975	FR	19132	Ménoire
missing-data	1975	FR	65061	Barbachen
missing-data	1975	FR	2B082	Castineta
missing-data	1975	FR	2B150	Lumio
missing-data	1975	FR	65207	Gourgue
missing-data	1975	FR	71151	Créot
missing-data	1975	FR	25483	Reculfoz
missing-data	1975	FR	09156	Larnat
missing-data	1975	FR	95214	Épinay-Champlâtreux
missing-data	1975	FR	31058	Belbèze-de-Lauragais
missing-data	1975	FR	2A276	Serra-di-Ferro
missing-data	1975	FR	26351	Tonils
missing-data	1975	FR	78264	Gambaiseuil
missing-data	1975	FR	2A324	Tavera
missing-data	1975	FR	08465	Vaux-lès-Rubigny
missing-data	1975	FR	2B344	Verdèse
missing-data	1975	FR	08377	Saint-Aignan
missing-data	1975	FR	05169	Sorbiers
missing-data	1975	FR	31292	Lescuns
missing-data	1975	FR	70437	Ranzevelle
missing-data	1975	FR	97231	Trois-Îlets
missing-data	1975	FR	54354	Marthemont
missing-data	1975	FR	27212	Écauville
missing-data	1975	FR	97121	Pointe-Noire
missing-data	1975	FR	47033	Boudy-de-Beauregard
missing-data	1975	FR	52091	Cerisières
missing-data	1975	FR	11271	Palairac
missing-data	1975	FR	61272	Ménil-Vicomte
missing-data	1975	FR	05035	Châteauneuf-d'Oze
missing-data	1975	FR	04054	Châteauredon
missing-data	1975	FR	11246	Montgradail
missing-data	1975	FR	48138	Saint-Bonnet-de-Chirac
missing-data	1975	FR	24052	Bouillac
missing-data	1975	FR	21650	Urcy
missing-data	1975	FR	2B145	Loreto-di-Casinca
missing-data	1975	FR	2A331	Urbalacone
missing-data	1975	FR	05049	Esparron
missing-data	1975	FR	54074	Bienville-la-Petite
missing-data	1975	FR	66086	Glorianes
missing-data	1975	FR	2B050	Calvi
missing-data	1975	FR	2B003	Aiti
missing-data	1975	FR	2B020	Aregno
missing-data	1975	FR	52030	Autigny-le-Petit
missing-data	1975	FR	19167	Confolent-Port-Dieu
missing-data	1975	FR	26328	Saint-Sauveur-en-Diois
missing-data	1975	FR	57069	Berviller-en-Moselle
missing-data	1975	FR	10219	Maisons-lès-Soulaines
missing-data	1975	FR	21552	Saint-Hélier
missing-data	1975	FR	55220	Grimaucourt-près-Sampigny
missing-data	1975	FR	57675	Torcheville
missing-data	1975	FR	28003	Allainville
missing-data	1975	FR	21553	Saint-Jean-de-Buf
missing-data	1975	FR	65359	Peyriguère
missing-data	1975	FR	2A186	Olivese
missing-data	1975	FR	36132	Motte-Feuilly
missing-data	1975	FR	21123	Buxerolles
missing-data	1975	FR	09330	Vernaux
missing-data	1975	FR	52486	Ternat
missing-data	1975	FR	45149	Foucherolles
missing-data	1975	FR	26017	Aucelon
missing-data	1975	FR	64048	Arnos
missing-data	1975	FR	04095	Hospitalet
missing-data	1975	FR	52159	Cuves
missing-data	1975	FR	2A249	Propriano
missing-data	1975	FR	52536	Villiers-lès-Aprey
missing-data	1975	FR	31134	Cazeneuve-Montaut
missing-data	1975	FR	54601	Xures
missing-data	1975	FR	2B135	Isolaccio-di-Fiumorbo
missing-data	1975	FR	2A278	Serra-di-Scopamène
missing-data	1975	FR	2A345	Vero
missing-data	1975	FR	55189	Fleury-devant-Douaumont
missing-data	1975	FR	55422	Regnéville-sur-Meuse
missing-data	1975	FR	31127	Caubous
missing-data	1975	FR	65430	Soréac
missing-data	1975	FR	26363	Valouse
missing-data	1975	FR	04037	Caire
missing-data	1975	FR	52105	Changey
missing-data	1975	FR	31559	Trébons-de-Luchon
missing-data	1975	FR	55537	Vaux-devant-Damloup
missing-data	1975	FR	57446	Marimont-lès-Bénestroff
missing-data	1975	FR	65458	Uz
missing-data	1975	FR	11230	Mérial
missing-data	1975	FR	34104	Fos
missing-data	1975	FR	2A308	Sainte-Lucie-de-Tallano
missing-data	1975	FR	2A141	Letia
missing-data	1975	FR	10105	Courcelles-sur-Voire
missing-data	1975	FR	18123	Laverdines
missing-data	1975	FR	54132	Clérey-sur-Brenon
missing-data	1975	FR	2A288	Sotta
missing-data	1975	FR	84048	Gignac
missing-data	1975	FR	67144	Fouday
missing-data	1975	FR	52424	Rivières-le-Bois
missing-data	1975	FR	2B075	Casevecchie
missing-data	1975	FR	26036	Beaumont-en-Diois
missing-data	1975	FR	39527	Taxenne
missing-data	1975	FR	31146	Cirès
missing-data	1975	FR	2A348	Vico
missing-data	1975	FR	2B290	Speloncato
missing-data	1975	FR	2A056	Campo
missing-data	1975	FR	54325	Loromontzey
missing-data	1975	FR	21244	Éguilly
missing-data	1975	FR	2B216	Piazzali
missing-data	1975	FR	2B365	San-Gavino-di-Fiumorbo
missing-data	1975	FR	50496	Saint-Jean-le-Thomas
missing-data	1975	FR	39077	Bretenières
missing-data	1975	FR	11227	Mayronnes
missing-data	1975	FR	25338	Lizine
missing-data	1975	FR	26266	Rimon-et-Savel
missing-data	1975	FR	54560	Veney
missing-data	1975	FR	55403	Peuvillers
missing-data	1975	FR	2B222	Pie-d'Orezza
missing-data	1975	FR	2B292	Sant'Andréa-di-Bozio
missing-data	1975	FR	21074	Billey
missing-data	1975	FR	65179	Fréchendets
missing-data	1975	FR	25500	Ronchaux
missing-data	1975	FR	89225	Lichères-sur-Yonne
missing-data	1975	FR	21014	Antheuil
missing-data	1975	FR	97102	Anse-Bertrand
missing-data	1975	FR	2A269	Sari-Solenzara
missing-data	1975	FR	89155	Escolives-Sainte-Camille
missing-data	1975	FR	25582	Valleroy
missing-data	1975	FR	2B230	Piève
missing-data	1975	FR	76601	Saint-Lucien
missing-data	1975	FR	97229	Schlcher
missing-data	1975	FR	55352	Montplonne
missing-data	1975	FR	09018	Arrout
missing-data	1975	FR	26030	Bâtie-des-Fonds
missing-data	1975	FR	31434	Poubeau
missing-data	1975	FR	31235	Guran
missing-data	1975	FR	21293	Gergueil
missing-data	1975	FR	65300	Marsas
missing-data	1975	FR	05033	Chanousse
missing-data	1975	FR	02482	Meurival
missing-data	1975	FR	88023	Avillers
missing-data	1975	FR	52219	Germisay
missing-data	1975	FR	04175	Sainte-Croix-à-Lauze
missing-data	1975	FR	31353	Monès
missing-data	1975	FR	34326	Vélieux
missing-data	1975	FR	21240	Échevannes
missing-data	1975	FR	09242	Raissac
missing-data	1975	FR	65136	Caubous
missing-data	1975	FR	06087	Mujouls
missing-data	1975	FR	70030	Arsans
missing-data	1975	FR	18277	Verneuil
missing-data	1975	FR	2B281	Sisco
missing-data	1975	FR	25210	Échenans
missing-data	1975	FR	24413	Saint-Georges-Blancaneix
missing-data	1975	FR	26152	Jonchères
missing-data	1975	FR	25044	Bartherans
missing-data	1975	FR	07144	Loubaresse
missing-data	1975	FR	26268	Rochebaudin
missing-data	1975	FR	66054	Conat
missing-data	1975	FR	11377	Serres
missing-data	1975	FR	58018	Authiou
missing-data	1975	FR	25017	Amondans
missing-data	1975	FR	11343	Saint-Gaudéric
missing-data	1975	FR	2A099	Cozzano
missing-data	1975	FR	2B030	Barrettali
missing-data	1975	FR	38116	Cognet
missing-data	1975	FR	97118	Petit-Bourg
missing-data	1975	FR	2B223	Pietralba
missing-data	1975	FR	57759	Zarbeling
missing-data	1975	FR	58153	Magny-Lormes
missing-data	1975	FR	65133	Castéra-Lou
missing-data	1975	FR	06131	Sallagriffon
missing-data	1975	FR	70065	Besnans
missing-data	1975	FR	39003	Abergement-le-Petit
missing-data	1975	FR	2A204	Pastricciola
missing-data	1975	FR	32323	Ponsampère
missing-data	1975	FR	25344	Longevelle-lès-Russey
missing-data	1975	FR	54488	Saint-Sauveur
missing-data	1975	FR	77275	Marêts
missing-data	1975	FR	21119	Bussières
missing-data	1975	FR	21665	Vernois-lès-Vesvres
missing-data	1975	FR	55363	Moulotte
missing-data	1975	FR	55525	Vadelaincourt
missing-data	1975	FR	89128	Coutarnoux
missing-data	1975	FR	39532	Thoissia
missing-data	1975	FR	62389	Grincourt-lès-Pas
missing-data	1975	FR	21282	Forléans
missing-data	1975	FR	10404	Verpillières-sur-Ource
missing-data	1975	FR	06008	Auvare
missing-data	1975	FR	70411	Pisseure
missing-data	1975	FR	57720	Villing
missing-data	1975	FR	26164	Lesches-en-Diois
missing-data	1975	FR	30157	Mars
missing-data	1975	FR	2A240	Poggiolo
missing-data	1975	FR	03276	Sussat
missing-data	1975	FR	2B214	Piano
missing-data	1975	FR	57494	Munster
missing-data	1975	FR	88038	Battexey
missing-data	1975	FR	64518	Sendets
missing-data	1975	FR	78606	Tartre-Gaudran
missing-data	1975	FR	11141	Ferran
missing-data	1975	FR	09218	Orgeix
missing-data	1975	FR	65088	Betbèze
missing-data	1975	FR	2B339	Vallica
missing-data	1975	FR	84006	Auribeau
missing-data	1975	FR	80270	Épécamps
missing-data	1975	FR	66010	Ayguatébia-Talau
missing-data	1975	FR	26199	Montferrand-la-Fare
missing-data	1975	FR	65225	Hourc
missing-data	1975	FR	65203	Gez-ez-Angles
missing-data	1975	FR	97116	Morne-à-l'Eau
missing-data	1975	FR	73189	Notre-Dame-du-Cruet
missing-data	1975	FR	59287	Haucourt-en-Cambrésis
missing-data	1975	FR	57391	Lemoncourt
missing-data	1975	FR	11348	Saint-Julien-de-Briola
missing-data	1975	FR	2B125	Giocatojo
missing-data	1975	FR	97303	Iracoubo
missing-data	1975	FR	79056	Brion-près-Thouet
missing-data	1975	FR	34066	Cazevieille
missing-data	1975	FR	2B306	Santa-Lucia-di-Mercurio
missing-data	1975	FR	2B286	Sorbo-Ocagnano
missing-data	1975	FR	2B235	Pioggiola
missing-data	1975	FR	04050	Châteaufort
missing-data	1975	FR	97208	Fonds-Saint-Denis
missing-data	1975	FR	52392	Plesnoy
missing-data	1975	FR	45181	Léouville
missing-data	1975	FR	08433	Suzanne
missing-data	1975	FR	38192	Hurtières
missing-data	1975	FR	65336	Organ
missing-data	1975	FR	09135	Goulier
missing-data	1975	FR	50571	Sébeville
missing-data	1975	FR	06040	Châteauneuf-d'Entraunes
missing-data	1975	FR	55157	Dommartin-la-Montagne
missing-data	1975	FR	21182	Collonges-lès-Bévy
missing-data	1975	FR	52546	Voncourt
missing-data	1975	FR	71504	Saunières
missing-data	1975	FR	2A351	Villanova
missing-data	1975	FR	10189	Lassicourt
missing-data	1975	FR	55050	Bezonvaux
missing-data	1975	FR	55448	Rupt-devant-Saint-Mihiel
missing-data	1975	FR	65180	Fréchet-Aure
missing-data	1975	FR	25151	Chevigney-lès-Vercel
missing-data	1975	FR	54438	Pulney
missing-data	1975	FR	31131	Cazaunous
missing-data	1975	FR	71127	Chevagny-sur-Guye
missing-data	1975	FR	02076	Bertricourt
missing-data	1975	FR	25249	Fontenotte
missing-data	1975	FR	76292	Fry
missing-data	1975	FR	60061	Belloy
missing-data	1975	FR	78608	Tertre-Saint-Denis
missing-data	1975	FR	55082	Brocourt-en-Argonne
missing-data	1975	FR	64439	Ousse
missing-data	1975	FR	2A117	Forciolo
missing-data	1975	FR	79047	Boussais
missing-data	1975	FR	23055	Châtelard
missing-data	1975	FR	08182	Fréty
missing-data	1975	FR	66032	Calmeilles
missing-data	1975	FR	2B263	Rospigliani
missing-data	1975	FR	65420	Sère-en-Lavedan
missing-data	1975	FR	31123	Castillon-de-Larboust
missing-data	1975	FR	26015	Aubenasson
missing-data	1975	FR	06072	Ilonse
missing-data	1975	FR	17423	Semillac
missing-data	1975	FR	39529	Thésy
missing-data	1975	FR	2A215	Pianottoli-Caldarello
missing-data	1975	FR	2B165	Moncale
missing-data	1975	FR	21049	Barjon
missing-data	1975	FR	39085	Cerniébaud
missing-data	1975	FR	55284	Lavincourt
missing-data	1975	FR	25498	Rognon
missing-data	1975	FR	23224	Saint-Oradoux-de-Chirouze
missing-data	1975	FR	2B053	Campi
missing-data	1975	FR	26007	Ambonil
missing-data	1975	FR	21384	Marey-lès-Fussey
missing-data	1975	FR	52170	Dommarien
missing-data	1975	FR	50636	Vierville
missing-data	1975	FR	2B304	San-Lorenzo
missing-data	1975	FR	09154	Larbont
missing-data	1975	FR	39165	Conte
missing-data	1975	FR	58310	Villiers-le-Sec
missing-data	1975	FR	09169	Limbrassac
missing-data	1975	FR	55207	Géry
missing-data	1975	FR	88186	Frenelle-la-Petite
missing-data	1975	FR	70105	Bucey-lès-Traves
missing-data	1975	FR	79054	Brie
missing-data	1975	FR	51475	Saint-Chéron
missing-data	1975	FR	30044	Bonnevaux
missing-data	1975	FR	2B074	Casanova
missing-data	1975	FR	21168	Chevannay
missing-data	1975	FR	66197	Souanyas
missing-data	1975	FR	57682	Turquestein-Blancrupt
missing-data	1975	FR	58202	Ougny
missing-data	1975	FR	52468	Semilly
missing-data	1975	FR	66047	Caudiès-de-Conflent
missing-data	1975	FR	04174	Saint-Benoît
missing-data	1975	FR	51223	Écollemont
missing-data	1975	FR	55386	Nonsard-Lamarche
missing-data	1975	FR	25546	Silley-Bléfond
